T:\DATA_2019\Etude_supercarburants_SVI\ech_01_hydro.D Fri Jan 10 12:35:05 2020,
Start of data points,Area
8.0569,260978
8.0607,268715
8.06452,272116
8.06833,274857
8.07215,282391
8.07595,301448
8.07977,332318
8.08358,368657
8.0874,403625
8.0912,430256
8.09502,443234
8.09883,437384
8.10265,414904
8.10645,375502
8.11027,324605
8.11408,270402
8.1179,220601
8.1217,178830
8.12552,148860
8.12933,130782
8.13315,123833
8.13695,125660
8.14077,135126
8.14458,149933
8.1484,166477
8.1522,182673
8.15602,197302
8.15983,210770
8.16365,223147
8.16747,232501
8.17127,239247
8.17508,244125
8.1789,246389
8.18272,245025
8.18652,238083
8.19033,228539
8.19415,216675
8.19797,202681
8.20177,187772
8.20558,173257
8.2094,160195
8.21322,149978
8.21702,141503
8.22083,135420
8.22465,130312
8.22847,126093
8.23227,122407
8.23608,118841
8.2399,114827
8.24372,111601
8.24752,109697
8.25133,107802
8.25515,105543
8.25897,103917
8.26277,103907
8.26658,106581
8.2704,113549
8.27422,126982
8.27803,149413
8.28183,182042
8.28565,224176
8.28947,273889
8.29328,326434
8.29708,375912
8.3009,417720
8.30472,447830
8.30853,461569
8.31233,457497
8.31615,439551
8.31997,415273
8.32378,393109
8.32758,378833
8.3314,377786
8.33522,393905
8.33903,424723
8.34283,463936
8.34665,505282
8.35047,542038
8.35428,565857
8.35808,570400
8.3619,554115
8.36572,517750
8.36953,465202
8.37333,401832
8.37715,337952
8.38097,278632
8.38478,225821
8.3886,183543
8.3924,156011
8.39622,144462
8.40003,147203
8.40385,162326
8.40765,189580
8.41147,225315
8.41528,261896
8.4191,294759
8.4229,321360
8.42672,338743
8.43053,344603
8.43435,338663
8.43815,321241
8.44197,297770
8.44578,270336
8.4496,241643
8.4534,215587
8.45722,194900
8.46103,181959
8.46485,176054
8.46865,175571
8.47247,180898
8.47628,192980
8.4801,213376
8.4839,245535
8.48772,298281
8.49153,392567
8.49535,571984
8.49915,914756
8.50297,1539175
8.50678,2592975
8.5106,4213626
8.51442,6483685
8.51822,9375757
8.52203,1.27E+07
8.52585,1.62E+07
8.52967,1.97E+07
8.53347,2.28E+07
8.53728,2.55E+07
8.5411,2.74E+07
8.54492,2.87E+07
8.54872,2.90E+07
8.55253,2.84E+07
8.55635,2.66E+07
8.56017,2.37E+07
8.56397,1.99E+07
8.56778,1.55E+07
8.5716,1.13E+07
8.57542,7648655
8.57922,4870310
8.58303,2954399
8.58685,1732492
8.59067,1004150
8.59447,589831
8.59828,357589
8.6021,228063
8.60592,156955
8.60972,118185
8.61353,95835
8.61735,82659
8.62117,73961
8.62498,68603
8.62878,65304
8.6326,63263
8.63642,62436
8.64023,61314
8.64403,59896
8.64785,58648
8.65167,57645
8.65548,56649
8.65928,56448
8.6631,58274
8.66692,63724
8.67073,74139
8.67453,90250
8.67835,112046
8.68217,139624
8.68598,171677
8.68978,206181
8.6936,239214
8.69742,265186
8.70123,280572
8.70503,285509
8.70885,278927
8.71267,263215
8.71648,241165
8.72028,215258
8.7241,189913
8.72792,166587
8.73173,146797
8.73555,132483
8.73935,124259
8.74317,120782
8.74698,120759
8.7508,124247
8.7546,131157
8.75842,141498
8.76223,156250
8.76605,177042
8.76985,207832
8.77367,255949
8.77748,336585
8.7813,469147
8.7851,672396
8.78892,957950
8.79273,1323242
8.79655,1744241
8.80035,2182629
8.80417,2586581
8.80798,2892150
8.8118,3039306
8.8156,2999358
8.81942,2782672
8.82323,2437146
8.82705,2026393
8.83085,1606157
8.83467,1221289
8.83848,897328
8.8423,645642
8.8461,466751
8.84992,348198
8.85373,274968
8.85755,230851
8.86137,204118
8.86517,185756
8.86898,170276
8.8728,158416
8.87662,145989
8.88042,134426
8.88423,124457
8.88805,115988
8.89187,109759
8.89567,104793
8.89948,100030
8.9033,94641
8.90712,88790
8.91092,83282
8.91473,77282
8.91855,71358
8.92237,66468
8.92617,63876
8.92998,64765
8.9338,69492
8.93762,79596
8.94142,96075
8.94523,117532
8.94905,144331
8.95287,175201
8.95667,207872
8.96048,238759
8.9643,265917
8.96812,285233
8.97193,294824
8.97573,294236
8.97955,284304
8.98337,266167
8.98718,244139
8.99098,221845
8.9948,200330
8.99862,180484
9.00243,163534
9.00623,151037
9.01005,143235
9.01387,138280
9.01768,135147
9.02148,133664
9.0253,135034
9.02912,137770
9.03293,142613
9.03673,149579
9.04055,156892
9.04437,164489
9.04818,170906
9.05198,174991
9.0558,175867
9.05962,174500
9.06343,171202
9.06723,165726
9.07105,158268
9.07487,150334
9.07868,142912
9.0825,136181
9.0863,131467
9.09012,130040
9.09393,132737
9.09775,140478
9.10155,152991
9.10537,169018
9.10918,185644
9.113,201633
9.1168,212018
9.12062,217536
9.12443,215208
9.12825,206963
9.13205,190594
9.13587,171392
9.13968,151153
9.1435,133010
9.1473,118545
9.15112,107960
9.15493,101569
9.15875,100765
9.16255,103701
9.16637,108999
9.17018,114045
9.174,117350
9.1778,117785
9.18162,115533
9.18543,109736
9.18925,100693
9.19305,89651
9.19687,77556
9.20068,65484
9.2045,55680
9.20832,48650
9.21212,43088
9.21593,40331
9.21975,37887
9.22357,36575
9.22737,36026
9.23118,36758
9.235,38809
9.23882,42022
9.24262,46817
9.24643,53017
9.25025,61668
9.25407,73038
9.25787,86884
9.26168,102065
9.2655,118108
9.26932,134485
9.27312,151236
9.27693,168267
9.28075,183935
9.28457,196003
9.28837,204828
9.29218,210754
9.296,213464
9.29982,211712
9.30362,203435
9.30743,190030
9.31125,174089
9.31507,158954
9.31888,147006
9.32268,140148
9.3265,140679
9.33032,149208
9.33413,165413
9.33793,186823
9.34175,212056
9.34557,238350
9.34938,263554
9.35318,285327
9.357,303183
9.36082,317771
9.36463,329118
9.36843,334512
9.37225,332261
9.37607,321380
9.37988,302778
9.38368,278250
9.3875,249571
9.39132,219201
9.39513,188645
9.39893,160106
9.40275,136901
9.40657,118415
9.41038,104922
9.41418,95726
9.418,91242
9.42182,90885
9.42563,94201
9.42945,99794
9.43325,106946
9.43707,113907
9.44088,119571
9.4447,123534
9.4485,124887
9.45232,123176
9.45613,118245
9.45995,110612
9.46375,100814
9.46757,89984
9.47138,80722
9.4752,72560
9.479,65996
9.48282,60208
9.48663,55826
9.49045,52967
9.49425,52769
9.49807,53778
9.50188,56123
9.5057,59825
9.5095,63248
9.51332,66598
9.51713,70668
9.52095,78111
9.52475,91243
9.52857,114954
9.53238,155800
9.5362,224548
9.54,334516
9.54382,492797
9.54763,707980
9.55145,980473
9.55527,1289873
9.55907,1615249
9.56288,1923124
9.5667,2164934
9.57052,2315148
9.57432,2348723
9.57813,2256746
9.58195,2058894
9.58577,1800122
9.58957,1518620
9.59338,1244932
9.5972,1004777
9.60102,818923
9.60482,685634
9.60863,589004
9.61245,518204
9.61627,463060
9.62007,415702
9.62388,370304
9.6277,324006
9.63152,278090
9.63532,235439
9.63913,199363
9.64295,172635
9.64677,155294
9.65057,145956
9.65438,143009
9.6582,145213
9.66202,149955
9.66583,155287
9.66963,160051
9.67345,162687
9.67727,161043
9.68108,157424
9.68488,152545
9.6887,147599
9.69252,145061
9.69633,147815
9.70013,155938
9.70395,168413
9.70777,183623
9.71158,199167
9.71538,213382
9.7192,224311
9.72302,231262
9.72683,234267
9.73063,234836
9.73445,234609
9.73827,234662
9.74208,234498
9.74588,236434
9.7497,239320
9.75352,241581
9.75733,240900
9.76113,238100
9.76495,233894
9.76877,229089
9.77258,222670
9.7764,214310
9.7802,205163
9.78402,195194
9.78783,183495
9.79165,171350
9.79545,161086
9.79927,151463
9.80308,141728
9.8069,132682
9.8107,124277
9.81452,116232
9.81833,109166
9.82215,103417
9.82595,99846
9.82977,99380
9.83358,102107
9.8374,107563
9.8412,116250
9.84502,126513
9.84883,137700
9.85265,148380
9.85645,157416
9.86027,164951
9.86408,172086
9.8679,181358
9.8717,196123
9.87552,217880
9.87933,246629
9.88315,282034
9.88697,320053
9.89077,354524
9.89458,379552
9.8984,390986
9.90222,387287
9.90602,369164
9.90983,337274
9.91365,294979
9.91747,249162
9.92127,205370
9.92508,166846
9.9289,135348
9.93272,138235
9.93652,195731
9.94033,232621
9.94415,179611
9.94797,101838
9.95177,72899
9.95558,70830
9.9594,68764
9.96322,65815
9.96702,63321
9.97083,61734
9.97465,60917
9.97847,60712
9.98227,61559
9.98608,63834
9.9899,67416
9.99372,72565
9.99752,78531
10.00133,85871
10.00515,93702
10.00897,101742
10.01278,109198
10.01658,114534
10.0204,117688
10.02422,117306
10.02803,115777
10.03183,114596
10.03565,113451
10.03947,113775
10.04328,115873
10.04708,120018
10.0509,126354
10.05472,134138
10.05853,141825
10.06233,149544
10.06615,156359
10.06997,161434
10.07378,166510
10.07758,171721
10.0814,175595
10.08522,177247
10.08903,178468
10.09283,180013
10.09665,179922
10.10047,178924
10.10428,177974
10.10808,177834
10.1119,177145
10.11572,174484
10.11953,169534
10.12335,161755
10.12715,151381
10.13097,137886
10.13478,122845
10.1386,108158
10.1424,93975
10.14622,81125
10.15003,70253
10.15385,62093
10.15765,57306
10.16147,55552
10.16528,56142
10.1691,59535
10.1729,65452
10.17672,71390
10.18053,80238
10.18435,89550
10.18815,99558
10.19197,108559
10.19578,117413
10.1996,124939
10.2034,130918
10.20722,134228
10.21103,135174
10.21485,133069
10.21865,128421
10.22247,122514
10.22628,116783
10.2301,112360
10.23392,108520
10.23772,104951
10.24153,101281
10.24535,98971
10.24917,99253
10.25297,100555
10.25678,101156
10.2606,100156
10.26442,98925
10.26822,97477
10.27203,96098
10.27585,94661
10.27967,93014
10.28347,91457
10.28728,89744
10.2911,87880
10.29492,85745
10.29872,84402
10.30253,84165
10.30635,83460
10.31017,82934
10.31397,83356
10.31778,84215
10.3216,85148
10.32542,86451
10.32922,86912
10.33303,86428
10.33685,85505
10.34067,84135
10.34447,82497
10.34828,81061
10.3521,79654
10.35592,78571
10.35973,78250
10.36353,78792
10.36735,79877
10.37117,80537
10.37498,80407
10.37878,79157
10.3826,77425
10.38642,75622
10.39023,73284
10.39403,70339
10.39785,67320
10.40167,64247
10.40548,61351
10.40928,59125
10.4131,58348
10.41692,59035
10.42073,60651
10.42453,62466
10.42835,64926
10.43217,68033
10.43598,70246
10.43978,70994
10.4436,71014
10.44742,70705
10.45123,70901
10.45503,74362
10.45885,86381
10.46267,115767
10.46648,178326
10.4703,299197
10.4741,513731
10.47792,870704
10.48173,1414949
10.48555,2161391
10.48935,3103117
10.49317,4199375
10.49698,5353679
10.5008,6428630
10.5046,7287185
10.50842,7823765
10.51223,7977612
10.51605,7738046
10.51985,7139077
10.52367,6267548
10.52748,5237788
10.5313,4161567
10.5351,3148281
10.53892,2279125
10.54273,1590538
10.54655,1073107
10.55035,715997
10.55417,487087
10.55798,348495
10.5618,269911
10.5656,228688
10.56942,208013
10.57323,197433
10.57705,191232
10.58087,189650
10.58467,190819
10.58848,193473
10.5923,198429
10.59612,203474
10.59992,207437
10.60373,208588
10.60755,205646
10.61137,198474
10.61517,187398
10.61898,173463
10.6228,156955
10.62662,138554
10.63042,120656
10.63423,105492
10.63805,94610
10.64187,87894
10.64567,84318
10.64948,82870
10.6533,82051
10.65712,84312
10.66092,86272
10.66473,88509
10.66855,89788
10.67237,89910
10.67617,87693
10.67998,83959
10.6838,79318
10.68762,74467
10.69142,70801
10.69523,68444
10.69905,67634
10.70287,68374
10.70668,70755
10.71048,75488
10.7143,85964
10.71812,107671
10.72193,151869
10.72573,242215
10.72955,418662
10.73337,743178
10.73718,1302221
10.74098,2195219
10.7448,3466888
10.74862,5229745
10.75243,7474905
10.75623,1.01E+07
10.76005,1.30E+07
10.76387,1.59E+07
10.76768,1.85E+07
10.77148,2.09E+07
10.7753,2.28E+07
10.77912,2.41E+07
10.78293,2.48E+07
10.78673,2.48E+07
10.79055,2.39E+07
10.79437,2.26E+07
10.79818,2.07E+07
10.80198,1.87E+07
10.8058,1.71E+07
10.80962,1.59E+07
10.81343,1.54E+07
10.81725,1.53E+07
10.82105,1.52E+07
10.82487,1.49E+07
10.82868,1.42E+07
10.8325,1.29E+07
10.8363,1.12E+07
10.84012,9130056
10.84393,7030101
10.84775,5065126
10.85155,3404202
10.85537,2142967
10.85918,1296648
10.863,754087
10.8668,443808
10.87062,286935
10.87443,224094
10.87825,217310
10.88205,241822
10.88587,282456
10.88968,327204
10.8935,365730
10.8973,390158
10.90112,394449
10.90493,377753
10.90875,343107
10.91255,296865
10.91637,244689
10.92018,194101
10.924,150292
10.92782,117441
10.93162,97216
10.93543,90976
10.93925,102301
10.94307,145400
10.94687,242019
10.95068,433274
10.9545,783427
10.95832,1372943
10.96212,2288390
10.96593,3596404
10.96975,5319770
10.97357,7403606
10.97737,9712801
10.98118,1.19E+07
10.985,1.41E+07
10.98882,1.59E+07
10.99262,1.72E+07
10.99643,1.78E+07
11.00025,1.77E+07
11.00407,1.68E+07
11.00787,1.52E+07
11.01168,1.29E+07
11.0155,1.02E+07
11.01932,7745556
11.02312,5430912
11.02693,3559032
11.03075,2187169
11.03457,1281899
11.03837,720733
11.04218,400281
11.046,227558
11.04982,138409
11.05363,95345
11.05743,75388
11.06125,66673
11.06507,64874
11.06888,69709
11.07268,81268
11.0765,101542
11.08032,132089
11.08413,173029
11.08793,224000
11.09175,281365
11.09557,340734
11.09938,394847
11.10318,436094
11.107,458354
11.11082,458991
11.11463,438842
11.11843,400260
11.12225,348255
11.12607,291462
11.12988,237736
11.13368,192497
11.1375,158515
11.14132,136991
11.14513,127978
11.14893,128786
11.15275,134438
11.15657,142244
11.16038,149523
11.1642,154220
11.168,154814
11.17182,150570
11.17563,142848
11.17945,133348
11.18325,122729
11.18707,112091
11.19088,102663
11.1947,95331
11.1985,90354
11.20232,87353
11.20613,86163
11.20995,86808
11.21375,86899
11.21757,85487
11.22138,83525
11.2252,81324
11.229,78244
11.23282,73677
11.23663,69267
11.24045,65394
11.24425,61986
11.24807,58785
11.25188,56865
11.2557,56033
11.2595,55739
11.26332,56848
11.26713,59455
11.27095,63023
11.27477,67563
11.27857,73535
11.28238,79559
11.2862,85677
11.29002,92264
11.29382,101192
11.29763,114702
11.30145,138982
11.30527,187858
11.30907,283216
11.31288,462118
11.3167,771889
11.32052,1263895
11.32432,1976482
11.32813,2957083
11.33195,4186512
11.33577,5599924
11.33957,7065316
11.34338,8302977
11.3472,9363114
11.35102,1.00E+07
11.35482,1.03E+07
11.35863,1.00E+07
11.36245,9311715
11.36627,8201098
11.37007,6828635
11.37388,5383174
11.3777,4068431
11.38152,2870182
11.38533,1898233
11.38913,1214815
11.39295,758084
11.39677,459118
11.40058,277234
11.40438,172574
11.4082,117608
11.41202,93018
11.41583,85544
11.41963,87489
11.42345,94288
11.42727,102213
11.43108,110364
11.43488,118573
11.4387,124947
11.44252,127686
11.44633,126528
11.45013,122165
11.45395,115442
11.45777,107563
11.46158,98557
11.46538,89211
11.4692,80634
11.47302,73438
11.47683,68168
11.48063,64701
11.48445,62706
11.48827,61924
11.49208,62405
11.49588,64560
11.4997,67638
11.50352,71148
11.50733,74666
11.51115,77909
11.51495,79691
11.51877,80285
11.52258,80520
11.5264,80869
11.5302,80342
11.53402,78868
11.53783,76681
11.54165,74954
11.54545,73680
11.54927,72846
11.55308,72320
11.5569,72846
11.5607,74317
11.56452,76570
11.56833,78763
11.57215,79818
11.57595,79721
11.57977,80374
11.58358,81928
11.5874,83405
11.5912,83721
11.59502,83235
11.59883,82457
11.60265,81284
11.60645,79663
11.61027,76731
11.61408,72566
11.6179,67167
11.62172,60917
11.62552,55367
11.62933,50732
11.63315,46640
11.63697,42709
11.64077,40091
11.64458,38973
11.6484,38963
11.65222,39450
11.65602,41081
11.65983,43718
11.66365,46827
11.66747,50308
11.67127,54013
11.67508,58296
11.6789,62183
11.68272,65150
11.68652,66440
11.69033,66338
11.69415,65212
11.69797,64175
11.70177,63761
11.70558,64015
11.7094,65109
11.71322,68335
11.71702,73774
11.72083,82927
11.72465,97239
11.72847,117213
11.73228,149652
11.73608,206499
11.7399,309958
11.74372,500260
11.74753,843550
11.75133,1432001
11.75515,2376071
11.75897,3785217
11.76278,5704012
11.76658,8166632
11.7704,1.11E+07
11.77422,1.43E+07
11.77803,1.76E+07
11.78183,2.04E+07
11.78565,2.34E+07
11.78947,2.62E+07
11.79328,2.87E+07
11.79708,3.07E+07
11.8009,3.22E+07
11.80472,3.30E+07
11.80853,3.29E+07
11.81233,3.16E+07
11.81615,2.89E+07
11.81997,2.49E+07
11.82378,1.98E+07
11.82758,1.44E+07
11.8314,9628691
11.83522,5867564
11.83903,3346926
11.84283,1760761
11.84665,895700
11.85047,463503
11.85428,260086
11.8581,169708
11.8619,130581
11.86572,111712
11.86953,100056
11.87335,91807
11.87715,86392
11.88097,81435
11.88478,75687
11.8886,70288
11.8924,65534
11.89622,61230
11.90003,57069
11.90385,53213
11.90765,51328
11.91147,50839
11.91528,51065
11.9191,52648
11.9229,54472
11.92672,56421
11.93053,58384
11.93435,60523
11.93815,61992
11.94197,61399
11.94578,60610
11.9496,59754
11.9534,60226
11.95722,59554
11.96103,58984
11.96485,59342
11.96867,60083
11.97247,61149
11.97628,62269
11.9801,63453
11.98392,66134
11.98772,68664
11.99153,71556
11.99535,75428
11.99917,80040
12.00297,86552
12.00678,95294
12.0106,109547
12.01442,130917
12.01822,160903
12.02203,200031
12.02585,244610
12.02967,290616
12.03347,332208
12.03728,363155
12.0411,378732
12.04492,376128
12.04872,354983
12.05253,316599
12.05635,266768
12.06017,215305
12.06397,168385
12.06778,128830
12.0716,98330
12.07542,76538
12.07923,62293
12.08303,52968
12.08685,47285
12.09067,44146
12.09448,42645
12.09828,42656
12.1021,43215
12.10592,43834
12.10973,44010
12.11353,44927
12.11735,45426
12.12117,45636
12.12498,46424
12.12878,46231
12.1326,45512
12.13642,44994
12.14023,44943
12.14403,44798
12.14785,44828
12.15167,43770
12.15548,43702
12.15928,43435
12.1631,44038
12.16692,44081
12.17073,43285
12.17453,43614
12.17835,44769
12.18217,46639
12.18598,48698
12.18978,50898
12.1936,53532
12.19742,57083
12.20123,61466
12.20505,67321
12.20885,75586
12.21267,86977
12.21648,102144
12.2203,124171
12.2241,150249
12.22792,182767
12.23173,220558
12.23555,257599
12.23935,291055
12.24317,315294
12.24698,326863
12.2508,324284
12.2546,308585
12.25842,278962
12.26223,240339
12.26605,198947
12.26985,159607
12.27367,124732
12.27748,94787
12.2813,72808
12.2851,57575
12.28892,47847
12.29273,41994
12.29655,38295
12.30035,37190
12.30417,38619
12.30798,42391
12.3118,49683
12.31562,61712
12.31942,80071
12.32323,103513
12.32705,135038
12.33087,173624
12.33467,217307
12.33848,262871
12.3423,304226
12.34612,333389
12.34992,359706
12.35373,367322
12.35755,359518
12.36137,337336
12.36517,304837
12.36898,266801
12.3728,227109
12.37662,188035
12.38042,152044
12.38423,122323
12.38805,99209
12.39187,80891
12.39567,66241
12.39948,54945
12.4033,47844
12.40712,43544
12.41092,40929
12.41473,38502
12.41855,36850
12.42237,36047
12.42618,36332
12.42998,37950
12.4338,38427
12.43762,39382
12.44143,40833
12.44523,42586
12.44905,44005
12.45287,45248
12.45668,45808
12.46048,46446
12.4643,47233
12.46812,48189
12.47193,49200
12.47573,49115
12.47955,49388
12.48337,49847
12.48718,50018
12.49098,50230
12.4948,50258
12.49862,49408
12.50243,47600
12.50623,45975
12.51005,44305
12.51387,43644
12.51768,43259
12.52148,43660
12.5253,43988
12.52912,44167
12.53293,44527
12.53673,45400
12.54055,45369
12.54437,44971
12.54818,44181
12.552,42749
12.5558,42380
12.55962,41499
12.56343,40507
12.56725,39590
12.57105,39351
12.57487,39129
12.57868,37963
12.5825,36592
12.5863,36422
12.59012,36980
12.59393,38485
12.59775,40778
12.60155,43826
12.60537,48086
12.60918,53658
12.613,60914
12.6168,69576
12.62062,79525
12.62443,89901
12.62825,98325
12.63205,104077
12.63587,108237
12.63968,110072
12.6435,110253
12.6473,110834
12.65112,118186
12.65493,141634
12.65875,196827
12.66257,305990
12.66637,500943
12.67018,822991
12.674,1316745
12.67782,2012886
12.68162,2950349
12.68543,4108036
12.68925,5421766
12.69307,6778127
12.69687,8028584
12.70068,9027735
12.7045,9683552
12.70832,9939546
12.71212,9758222
12.71593,9133187
12.71975,8137346
12.72357,6899948
12.72737,5565756
12.73118,4276234
12.735,3143152
12.73882,2225217
12.74262,1523594
12.74643,1016073
12.75025,659479
12.75407,427686
12.75787,283579
12.76168,198671
12.7655,153954
12.76932,137913
12.77313,142088
12.77693,163195
12.78075,199669
12.78457,251086
12.78838,312456
12.79218,379027
12.796,445777
12.79982,502404
12.80363,540707
12.80743,552406
12.81125,537148
12.81507,497618
12.81888,440778
12.82268,374803
12.8265,308567
12.83032,248241
12.83413,196486
12.83793,153982
12.84175,120460
12.84557,96359
12.84938,79330
12.85318,66726
12.857,56748
12.86082,49145
12.86463,43648
12.86843,40014
12.87225,37513
12.87607,35518
12.87988,34819
12.88368,34119
12.8875,34651
12.89132,35881
12.89513,36638
12.89895,37629
12.90275,39224
12.90657,40978
12.91038,42708
12.9142,44487
12.918,45193
12.92182,45781
12.92563,46524
12.92945,47295
12.93325,48552
12.93707,48634
12.94088,49246
12.9447,49615
12.9485,50337
12.95232,51469
12.95613,52367
12.95995,53574
12.96375,55130
12.96757,59156
12.97138,63091
12.9752,69599
12.979,79008
12.98282,91999
12.98663,109245
12.99045,128751
12.99425,146838
12.99807,162390
13.00188,174722
13.0057,180770
13.00952,178532
13.01332,168344
13.01713,151948
13.02095,131569
13.02477,109708
13.02857,88877
13.03238,71199
13.0362,57638
13.04002,48323
13.04382,42110
13.04763,37878
13.05145,36716
13.05527,39580
13.05907,46727
13.06288,60938
13.0667,86529
13.07052,131397
13.07432,208222
13.07813,331265
13.08195,515614
13.08577,775602
13.08957,1115200
13.09338,1527203
13.0972,1985704
13.10102,2443699
13.10482,2857943
13.10863,3162884
13.11245,3315659
13.11627,3305596
13.12008,3148065
13.12388,2844953
13.1277,2444056
13.13152,2000597
13.13533,1562526
13.13913,1172203
13.14295,842367
13.14677,581012
13.15058,389052
13.15438,258268
13.1582,173720
13.16202,121078
13.16583,88263
13.16963,68629
13.17345,56644
13.17727,49832
13.18108,45654
13.18488,43218
13.1887,41474
13.19252,40136
13.19633,38913
13.20013,38261
13.20395,37712
13.20777,38030
13.21158,38689
13.21538,39300
13.2192,41368
13.22302,44137
13.22683,48976
13.23065,54896
13.23445,62043
13.23827,71568
13.24208,83361
13.2459,95596
13.2497,107761
13.25352,119381
13.25733,128857
13.26115,135324
13.26495,138596
13.26877,138065
13.27258,133974
13.2764,126631
13.2802,115666
13.28402,102366
13.28783,89041
13.29165,76786
13.29545,66107
13.29927,57240
13.30308,49696
13.3069,43943
13.3107,39351
13.31452,35783
13.31833,34202
13.32215,33218
13.32595,32375
13.32977,31195
13.33358,31103
13.3374,31662
13.3412,33157
13.34502,34592
13.34883,36416
13.35265,39299
13.35647,44254
13.36027,50487
13.36408,57885
13.3679,66802
13.37172,78160
13.37552,88896
13.37933,97322
13.38315,101069
13.38697,105911
13.39077,109308
13.39458,104910
13.3984,96165
13.40222,86952
13.40602,77214
13.40983,68414
13.41365,61547
13.41747,56126
13.42127,52720
13.42508,51165
13.4289,50361
13.43272,50684
13.43652,52100
13.44033,53423
13.44415,54706
13.44797,56077
13.45177,57376
13.45558,57875
13.4594,58313
13.46322,58839
13.46703,59123
13.47083,58496
13.47465,56850
13.47847,54575
13.48228,51717
13.48608,48657
13.4899,44357
13.49372,41232
13.49753,37678
13.50133,34820
13.50515,32659
13.50897,31405
13.51278,30823
13.51658,30310
13.5204,30024
13.52422,29611
13.52803,29696
13.53183,30133
13.53565,31109
13.53947,31951
13.54328,32309
13.54708,35156
13.5509,40155
13.55472,49561
13.55853,66191
13.56233,95302
13.56615,141246
13.56997,208453
13.57378,303625
13.5776,429533
13.5814,581203
13.58522,748412
13.58903,912930
13.59285,1050529
13.59665,1139904
13.60047,1172408
13.60428,1166401
13.6081,1128148
13.6119,1077230
13.61572,1047792
13.61953,1086917
13.62335,1216991
13.62715,1450494
13.63097,1772633
13.63478,2135243
13.6386,2534286
13.6424,2881152
13.64622,3109391
13.65003,3174512
13.65385,3062158
13.65765,2792367
13.66147,2406797
13.66528,1963523
13.6691,1519903
13.6729,1115858
13.67672,778718
13.68053,525784
13.68435,352570
13.68815,246356
13.69197,189166
13.69578,174468
13.6996,191798
13.70342,232936
13.70722,295324
13.71103,378945
13.71485,480647
13.71867,597023
13.72247,729986
13.72628,879767
13.7301,1034183
13.73392,1194822
13.73772,1350293
13.74153,1487499
13.74535,1586751
13.74917,1650118
13.75297,1638819
13.75678,1582684
13.7606,1497559
13.76442,1405888
13.76822,1322016
13.77203,1256285
13.77585,1206661
13.77967,1167959
13.78347,1135407
13.78728,1095343
13.7911,1031368
13.79492,941538
13.79872,829391
13.80253,702113
13.80635,568901
13.81017,442504
13.81398,332305
13.81778,246484
13.8216,191748
13.82542,172708
13.82923,198512
13.83303,282070
13.83685,444212
13.84067,706552
13.84448,1089559
13.84828,1607277
13.8521,2237590
13.85592,2939589
13.85973,3647195
13.86353,4261430
13.86735,4669719
13.87117,4809913
13.87498,4680240
13.87878,4288339
13.8826,3702102
13.88642,3015682
13.89023,2312966
13.89403,1673236
13.89785,1140270
13.90167,735224
13.90548,454069
13.90928,274306
13.9131,167139
13.91692,111306
13.92073,86605
13.92455,82123
13.92835,91070
13.93217,109527
13.93598,133344
13.9398,160004
13.9436,185405
13.94742,205202
13.95123,215188
13.95505,215040
13.95885,202770
13.96267,182363
13.96648,156398
13.9703,129913
13.9741,104929
13.97792,83542
13.98173,67973
13.98555,58596
13.98935,54470
13.99317,56088
13.99698,64277
14.0008,80746
14.0046,106690
14.00842,143022
14.01223,187249
14.01605,234721
14.01985,281094
14.02367,321697
14.02748,349763
14.0313,359269
14.0351,347206
14.03892,317604
14.04273,278602
14.04655,238171
14.05037,200354
14.05417,167941
14.05798,144118
14.0618,131697
14.06562,132707
14.06942,148644
14.07323,183744
14.07705,242906
14.08087,329850
14.08467,442671
14.08848,574595
14.0923,704799
14.09612,831686
14.09992,926064
14.10373,980776
14.10755,962289
14.11137,884725
14.11517,756343
14.11898,620226
14.1228,484712
14.12662,362015
14.13042,263992
14.13423,185113
14.13805,129707
14.14187,93524
14.14567,70582
14.14948,56102
14.1533,47548
14.15712,41993
14.16093,38636
14.16473,36419
14.16855,35039
14.17237,34526
14.17618,34773
14.17998,35705
14.1838,37496
14.18762,39275
14.19143,42382
14.19523,46131
14.19905,50445
14.20287,55025
14.20668,58695
14.21048,61607
14.2143,64074
14.21812,65791
14.22193,66111
14.22573,64344
14.22955,61073
14.23337,57696
14.23718,54338
14.24098,50061
14.2448,45650
14.24862,41499
14.25243,36875
14.25623,33992
14.26005,32861
14.26387,32823
14.26768,32487
14.2715,32199
14.2753,31968
14.27912,32499
14.28293,33397
14.28675,34336
14.29055,35520
14.29437,36798
14.29818,37888
14.302,39705
14.3058,42630
14.30962,45701
14.31343,49386
14.31725,53009
14.32105,57453
14.32487,63949
14.32868,73414
14.3325,83846
14.3363,98061
14.34012,117991
14.34393,144284
14.34775,175688
14.35155,210756
14.35537,252743
14.35918,308380
14.363,389169
14.3668,509614
14.37062,682330
14.37443,929285
14.37825,1257317
14.38205,1639039
14.38587,2037197
14.38968,2393655
14.3935,2653896
14.39732,2767950
14.40112,2723669
14.40493,2541695
14.40875,2286298
14.41257,2015269
14.41637,1810576
14.42018,1725553
14.424,1780809
14.42782,1963496
14.43162,2213157
14.43543,2451413
14.43925,2612666
14.44307,2654308
14.44687,2549543
14.45068,2295935
14.4545,1932606
14.45832,1521246
14.46212,1127188
14.46593,794092
14.46975,541524
14.47357,373417
14.47737,263651
14.48118,198046
