T:\DATA_2019\Etude_supercarburants_SVI\ech_01_hydro.D Fri Jan 10 12:35:05 2020,
Start of data points,Area
21.11137,54114
21.11518,47641
21.11898,43464
21.1228,41326
21.12662,40436
21.13043,39928
21.13423,39668
21.13805,39712
21.14187,39720
21.14568,39886
21.14948,39735
21.1533,39643
21.15712,39716
21.16093,40043
21.16473,40931
21.16855,41480
21.17237,41613
21.17618,42114
21.17998,41227
21.1838,41852
21.18762,41333
21.19143,40445
21.19525,39959
21.19905,39574
21.20287,39624
21.20668,40462
21.2105,41348
21.2143,41700
21.21812,42549
21.22193,43340
21.22575,44712
21.22955,46551
21.23337,48479
21.23718,51380
21.241,56050
21.2448,63725
21.24862,73951
21.25243,84268
21.25625,90954
21.26005,92942
21.26387,90221
21.26768,83500
21.2715,74459
21.2753,63417
21.27912,54055
21.28293,46714
21.28675,42979
21.29055,40505
21.29437,39384
21.29818,38639
21.302,38182
21.30582,38356
21.30962,38011
21.31343,38818
21.31725,38311
21.32107,38476
21.32487,39054
21.32868,40614
21.3325,41848
21.33632,42055
21.34012,42175
21.34393,41748
21.34775,42710
21.35157,41150
21.35537,39913
21.35918,38958
21.363,38135
21.36682,37593
21.37062,37568
21.37443,37526
21.37825,37796
21.38207,38166
21.38587,39130
21.38968,39640
21.3935,40017
21.39732,40359
21.40112,40812
21.40493,41610
21.40875,42341
21.41257,42426
21.41638,42058
21.42018,41777
21.424,40246
21.42782,38901
21.43163,38575
21.43543,38760
21.43925,37750
21.44307,36838
21.44688,37376
21.45068,38284
21.4545,37726
21.45832,38201
21.46213,38631
21.46593,39696
21.46975,39598
21.47357,39857
21.47738,39510
21.48118,40357
21.485,40013
21.48882,39438
21.49263,38207
21.49643,37582
21.50025,37247
21.50407,36916
21.50788,36521
21.51168,36540
21.5155,36558
21.51932,35801
21.52313,35629
21.52693,36617
21.53075,36702
21.53457,36597
21.53838,36204
21.5422,36474
21.546,36529
21.54982,36233
21.55363,35942
21.55745,35889
21.56125,35928
21.56507,36049
21.56888,36473
21.5727,36143
21.5765,35841
21.58032,35743
21.58413,36356
21.58795,36445
21.59175,35953
21.59557,36341
21.59938,36691
21.6032,36998
21.607,38366
21.61082,41852
21.61463,49536
21.61845,62514
21.62225,82348
21.62607,108568
21.62988,140159
21.6337,165958
21.6375,183389
21.64132,185900
21.64513,174146
21.64895,152599
21.65277,128257
21.65657,105000
21.66038,87768
21.6642,76373
21.66802,68632
21.67182,65130
21.67563,61603
21.67945,58431
21.68327,57572
21.68707,58595
21.69088,60627
21.6947,61994
21.69852,62419
21.70232,62525
21.70613,61903
21.70995,62118
21.71377,62943
21.71757,63237
21.72138,60369
21.7252,57793
21.72902,56482
21.73282,58544
21.73663,63735
21.74045,75391
21.74427,93865
21.74807,116037
21.75188,137449
21.7557,152383
21.75952,155815
21.76333,146800
21.76713,128360
21.77095,105653
21.77477,84422
21.77858,68765
21.78238,58706
21.7862,54430
21.79002,53808
21.79383,53585
21.79763,52901
21.80145,51622
21.80527,49337
21.80908,46373
21.81288,43555
21.8167,42046
21.82052,41901
21.82433,42745
21.82813,44273
21.83195,48156
21.83577,53308
21.83958,58734
21.84338,64193
21.8472,67079
21.85102,66803
21.85483,63570
21.85863,58627
21.86245,54004
21.86627,50214
21.87008,48057
21.87388,48326
21.8777,52652
21.88152,61460
21.88533,74266
21.88915,90363
21.89295,105548
21.89677,117975
21.90058,119930
21.9044,115701
21.9082,107582
21.91202,97654
21.91583,90492
21.91965,87794
21.92345,86145
21.92727,84079
21.93108,81019
21.9349,78298
21.9387,76512
21.94252,78998
21.94633,94559
21.95015,141385
21.95395,256319
21.95777,495826
21.96158,929963
21.9654,1572120
21.9692,2316236
21.97302,2951687
21.97683,3256034
21.98065,3106777
21.98445,2574035
21.98827,1867422
21.99208,1199612
21.9959,694701
21.99972,377495
22.00352,208402
22.00733,130448
22.01115,100444
22.01497,93008
22.01877,91426
22.02258,91113
22.0264,89516
22.03022,86804
22.03402,83174
22.03783,79928
22.04165,78179
22.04547,78022
22.04927,77569
22.05308,76349
22.0569,73093
22.06072,67916
22.06452,62574
22.06833,57462
22.07215,53412
22.07597,51766
22.07977,50927
22.08358,50530
22.0874,49895
22.09122,51014
22.09502,52475
22.09883,56467
22.10265,60633
22.10647,65652
22.11028,69419
22.11408,72183
22.1179,73809
22.12172,74297
22.12553,74900
22.12933,76454
22.13315,77693
22.13697,77499
22.14078,75014
22.14458,72048
22.1484,68787
22.15222,68181
22.15603,72255
22.15983,84494
22.16365,108684
22.16747,142503
22.17128,183030
22.17508,223274
22.1789,255184
22.18272,268655
22.18653,258014
22.19033,229159
22.19415,188236
22.19797,147214
22.20178,114553
22.20558,91506
22.2094,78410
22.21322,71744
22.21703,70971
22.22085,78626
22.22465,95118
22.22847,119681
22.23228,151755
22.2361,184269
22.2399,209311
22.24372,218228
22.24753,208037
22.25135,180636
22.25515,144377
22.25897,110464
22.26278,83935
22.2666,65580
22.2704,54177
22.27422,48998
22.27803,46324
22.28185,45407
22.28565,45154
22.28947,45203
22.29328,45834
22.2971,45683
22.3009,45114
22.30472,45668
22.30853,47788
22.31235,51176
22.31615,55353
22.31997,63164
22.32378,73063
22.3276,83439
22.3314,92080
22.33522,95398
22.33903,93564
22.34285,87825
22.34667,78285
22.35047,68955
22.35428,61053
22.3581,55128
22.36192,51134
22.36572,48650
22.36953,46988
22.37335,46438
22.37717,45928
22.38097,44952
22.38478,43490
22.3886,42393
22.39242,42635
22.39622,42839
22.40003,43103
22.40385,43608
22.40767,44724
22.41147,45374
22.41528,46057
22.4191,46326
22.42292,48315
22.42672,53535
22.43053,63168
22.43435,77300
22.43817,94739
22.44197,113847
22.44578,130554
22.4496,138894
22.45342,137852
22.45723,129007
22.46103,115800
22.46485,105422
22.46867,101946
22.47248,106170
22.47628,117419
22.4801,129668
22.48392,137637
22.48773,137360
22.49153,127227
22.49535,110608
22.49917,93290
22.50298,78349
22.50678,67405
22.5106,60305
22.51442,55488
22.51823,52554
22.52203,49991
22.52585,48344
22.52967,46458
22.53348,44866
22.53728,43453
22.5411,42140
22.54492,41306
22.54873,40905
22.55253,40251
22.55635,40198
22.56017,39958
22.56398,39487
22.5678,39279
22.5716,39493
22.57542,40023
22.57923,39811
22.58305,39589
22.58685,39927
22.59067,39921
22.59448,40523
22.5983,41446
22.6021,41976
22.60592,41626
22.60973,40575
22.61355,40961
22.61735,42879
22.62117,45308
22.62498,48037
22.6288,52214
22.6326,57507
22.63642,62486
22.64023,67031
22.64405,72254
22.64785,77728
22.65167,83309
22.65548,88863
22.6593,92859
22.6631,94082
22.66692,91837
22.67073,87013
22.67455,81027
22.67835,75044
22.68217,71161
22.68598,69035
22.6898,68715
22.69362,68524
22.69742,66274
22.70123,61991
22.70505,56687
22.70887,51980
22.71267,47351
22.71648,43818
22.7203,41430
22.72412,40717
22.72792,41005
22.73173,39900
22.73555,39204
22.73937,38565
22.74317,38865
22.74698,38900
22.7508,39596
22.75462,41070
22.75842,42506
22.76223,45106
22.76605,47916
22.76987,52616
22.77367,57652
22.77748,61274
22.7813,63134
22.78512,62113
22.78892,58439
22.79273,52399
22.79655,48838
22.80037,45683
22.80418,42869
22.80798,42064
22.8118,42360
22.81562,42708
22.81943,42926
22.82323,43979
22.82705,45504
22.83087,46431
22.83468,47016
22.83848,46883
22.8423,46705
22.84612,45203
22.84993,44066
22.85373,43997
22.85755,44410
22.86137,46772
22.86518,51070
22.86898,54623
22.8728,58154
22.87662,60580
22.88043,61734
22.88423,62213
22.88805,63132
22.89187,67276
22.89568,76579
22.89948,91960
22.9033,112380
22.90712,132029
22.91093,148711
22.91475,155171
22.91855,149754
22.92237,134171
22.92618,114216
22.93,102564
22.9338,94998
22.93762,98076
22.94143,112262
22.94525,133283
22.94905,155283
22.95287,171463
22.95668,177632
22.9605,170803
22.9643,153228
22.96812,130147
22.97193,106211
22.97575,86330
22.97955,71851
22.98337,64622
22.98718,62035
22.991,62469
22.9948,65158
22.99862,68298
23.00243,70968
23.00625,71276
23.01005,70233
23.01387,69084
23.01768,67019
23.0215,63924
23.0253,59978
23.02912,55696
23.03293,52979
23.03675,51342
23.04057,50668
23.04437,50338
23.04818,51135
23.052,53040
23.05582,56729
23.05962,64468
23.06343,77081
23.06725,98282
23.07107,126863
23.07487,160565
23.07868,194482
23.0825,221588
23.08632,234656
23.09012,229570
23.09393,208205
23.09775,177548
23.10157,143309
23.10537,113627
23.10918,90853
23.113,75222
23.11682,65819
23.12062,62501
23.12443,63306
23.12825,65927
23.13207,68986
23.13587,72365
23.13968,76407
23.1435,81858
23.14732,87530
23.15113,91408
23.15493,93827
23.15875,94110
23.16257,93043
23.16638,91362
23.17018,92373
23.174,97404
23.17782,104561
23.18163,112024
23.18543,116385
23.18925,113737
23.19307,108168
23.19688,102820
23.20068,99625
23.2045,99335
23.20832,101631
23.21213,104199
23.21593,105191
23.21975,102072
23.22357,96993
23.22738,93674
23.23118,92756
23.235,91157
23.23882,90573
23.24263,88460
23.24643,84230
23.25025,77855
23.25407,71592
23.25788,67374
23.2617,66973
23.2655,70382
23.26932,76317
23.27313,85197
23.27695,95642
23.28075,104989
23.28457,110608
23.28838,113032
23.2922,112268
23.296,107512
23.29982,100419
23.30363,93451
23.30745,88769
23.31125,86568
23.31507,84148
23.31888,82588
23.3227,76965
23.3265,71010
23.33032,64769
23.33413,59360
23.33795,57528
23.34175,57842
23.34557,59646
23.34938,62955
23.3532,65213
23.357,65887
23.36082,66715
23.36463,66599
23.36845,66742
23.37225,68379
23.37607,69635
23.37988,71295
23.3837,73012
23.38752,73876
23.39132,74401
23.39513,77594
23.39895,82522
23.40277,90233
23.40657,98872
23.41038,107659
23.4142,113218
23.41802,115052
23.42182,112284
23.42563,106834
23.42945,99079
23.43327,89548
23.43707,81289
23.44088,73954
23.4447,68707
23.44852,65621
23.45232,64895
23.45613,68086
23.45995,73801
23.46377,82762
23.46757,91458
23.47138,97601
23.4752,98900
23.47902,96832
23.48282,90546
23.48663,82553
23.49045,74434
23.49427,67142
23.49808,61340
23.50188,57776
23.5057,56043
23.50952,55394
23.51333,55272
23.51713,55962
23.52095,57947
23.52477,60030
23.52858,61446
23.53238,61870
23.5362,60312
23.54002,56784
23.54383,53050
23.54763,50540
23.55145,48682
23.55527,48136
23.55908,48862
23.56288,49910
23.5667,50871
23.57052,51900
23.57433,51504
23.57813,50618
23.58195,50375
23.58577,50125
23.58958,49656
23.59338,48557
23.5972,47146
23.60102,45719
23.60483,44517
23.60865,42781
23.61245,42415
23.61627,43059
23.62008,43300
23.6239,43628
23.6277,45058
23.63152,46544
23.63533,47466
23.63915,47739
23.64295,46985
23.64677,46263
23.65058,45871
23.6544,45608
23.6582,46017
23.66202,46137
23.66583,48410
23.66965,50965
23.67345,53100
23.67727,55082
23.68108,56938
23.6849,58626
23.6887,59018
23.69252,57500
23.69633,55798
23.70015,54012
23.70395,52264
23.70777,51250
23.71158,50337
23.7154,49898
23.7192,50258
23.72302,50516
23.72683,50989
23.73065,51120
23.73447,50759
23.73827,50280
23.74208,49074
23.7459,47211
23.74972,44865
23.75352,42862
23.75733,41842
23.76115,42152
23.76497,42755
23.76877,44444
23.77258,47450
23.7764,52995
23.78022,59281
23.78402,65744
23.78783,72079
23.79165,76962
23.79547,77685
23.79927,74711
23.80308,70542
23.8069,65458
23.81072,61070
23.81452,57469
23.81833,54028
23.82215,51321
23.82597,49359
23.82977,47485
23.83358,45339
23.8374,42958
23.84122,41968
23.84503,41797
23.84883,41597
23.85265,41730
23.85647,41285
23.86028,42331
23.86408,42366
23.8679,41979
23.87172,40812
23.87553,40390
23.87933,40040
23.88315,40633
23.88697,41882
23.89078,42287
23.89458,43057
23.8984,43722
23.90222,45219
23.90603,46119
23.90983,47197
23.91365,49519
23.91747,52660
23.92128,56349
23.92508,59335
23.9289,61798
23.93272,62822
23.93653,62162
23.94033,59023
23.94415,54922
23.94797,50268
23.95178,46345
23.9556,43674
23.9594,41255
23.96322,39993
23.96703,41234
23.97085,43465
23.97465,47257
23.97847,52107
23.98228,57880
23.9861,63549
23.9899,68146
23.99372,70774
23.99753,69303
24.00135,66029
24.00515,61876
24.00897,57205
24.01278,53195
24.0166,51740
24.0204,51185
24.02422,50471
24.02803,49009
24.03185,47981
24.03565,47005
24.03947,45591
24.04328,43707
24.0471,41615
24.0509,40586
24.05472,39656
24.05853,38818
24.06235,39459
24.06617,39702
24.06997,39840
24.07378,40282
24.0776,41453
24.08142,43263
24.08522,45089
24.08903,46883
24.09285,49709
24.09667,52873
24.10047,57630
24.10428,64388
24.1081,73427
24.11192,85785
24.11572,99294
24.11953,111124
24.12335,119341
24.12717,120202
24.13097,115463
24.13478,105886
24.1386,93786
24.14242,83355
24.14622,75862
24.15003,69872
24.15385,64837
24.15767,62739
24.16147,61663
24.16528,61789
24.1691,60635
24.17292,59638
24.17672,59387
24.18053,60937
24.18435,63714
24.18817,66940
24.19198,71505
24.19578,77078
24.1996,81883
24.20342,84524
24.20723,84563
24.21103,81674
24.21485,77766
24.21867,72635
24.22248,69121
24.22628,69286
24.2301,73812
24.23392,82597
24.23773,94219
24.24153,107903
24.24535,122711
24.24917,136036
24.25298,147853
24.25678,157839
24.2606,165623
24.26442,174478
24.26823,180989
24.27203,180767
24.27585,174247
24.27967,161489
24.28348,141756
24.28728,120925
24.2911,99987
24.29492,81497
24.29873,67201
24.30255,57463
24.30635,50976
24.31017,48085
24.31398,47700
24.3178,47934
24.3216,49255
24.32542,52219
24.32923,56632
24.33305,65034
24.33685,78479
24.34067,96191
24.34448,116481
24.3483,136000
24.3521,149432
24.35592,155234
24.35973,153628
24.36355,145507
24.36735,133833
24.37117,121561
24.37498,111055
24.3788,102042
24.3826,94420
24.38642,86233
24.39023,77141
24.39405,68499
24.39785,61218
24.40167,55221
24.40548,51086
24.4093,49252
24.41312,49442
24.41692,50027
24.42073,51816
24.42455,54310
24.42837,59215
24.43217,66399
24.43598,73724
24.4398,80742
24.44362,85033
24.44742,87828
24.45123,86592
24.45505,84743
24.45887,81948
24.46267,80986
24.46648,80465
24.4703,83543
24.47412,85652
24.47792,89698
24.48173,91973
24.48555,91721
24.48937,87346
24.49317,82271
24.49698,75087
24.5008,67073
24.50462,60742
24.50842,56914
24.51223,54955
24.51605,55206
24.51987,56231
24.52368,56491
24.52748,58234
24.5313,60909
24.53512,64104
24.53893,66727
24.54273,69217
24.54655,71288
24.55037,72085
24.55418,72369
24.55798,70851
24.5618,69049
24.56562,66807
24.56943,64930
24.57323,63212
24.57705,60216
24.58087,58719
24.58468,57371
24.58848,55491
24.5923,54175
24.59612,54021
24.59993,56614
24.60373,60215
24.60755,65273
24.61137,72689
24.61518,82342
24.61898,92485
24.6228,100280
24.62662,104495
24.63043,103063
24.63425,96883
24.63805,87300
24.64187,77453
24.64568,69263
24.6495,63941
24.6533,60510
24.65712,58788
24.66093,58055
24.66475,57159
24.66855,56621
24.67237,55790
24.67618,55583
24.68,55370
24.6838,54971
24.68762,54913
24.69143,54767
24.69525,54437
24.69905,54211
24.70287,55317
24.70668,56750
24.7105,57877
24.7143,58897
24.71812,60202
24.72193,62321
24.72575,66457
24.72955,72097
24.73337,77088
24.73718,79966
24.741,80607
24.7448,79197
24.74862,74604
24.75243,69190
24.75625,64620
24.76007,61136
24.76387,58342
24.76768,56434
24.7715,56246
24.77532,56331
24.77912,56448
24.78293,56886
24.78675,57948
24.79057,58893
24.79437,59781
24.79818,58201
24.802,57565
24.80582,54878
24.80962,51907
24.81343,49185
24.81725,47711
24.82107,47218
24.82487,46567
24.82868,45897
24.8325,45947
24.83632,46101
24.84012,44733
24.84393,43289
24.84775,42710
24.85157,43283
24.85537,43638
24.85918,43736
24.863,43348
24.86682,43020
24.87063,43224
24.87443,43546
24.87825,43506
24.88207,43429
24.88588,44203
24.88968,44883
24.8935,45103
24.89732,45165
24.90113,45246
24.90493,46065
24.90875,46771
24.91257,46910
24.91638,47352
24.92018,47622
24.924,47161
24.92782,45806
24.93163,44547
24.93543,43855
24.93925,44299
24.94307,43711
24.94688,43804
24.95068,44194
24.9545,44652
24.95832,45725
24.96213,47692
24.96593,49003
24.96975,48976
24.97357,49117
24.97738,50598
24.9812,51745
24.985,52005
24.98882,51796
24.99263,51082
24.99645,49502
25.00025,48250
25.00407,46695
25.00788,45456
25.0117,44195
25.0155,44210
25.01932,44558
25.02313,44694
25.02695,46279
25.03075,47718
25.03457,49392
25.03838,50536
25.0422,49835
25.046,49532
25.04982,48585
25.05363,48808
25.05745,50812
25.06125,53459
25.06507,56512
25.06888,59343
25.0727,61090
25.0765,61039
25.08032,60743
25.08413,59137
25.08795,56787
25.09175,54101
25.09557,52210
25.09938,51718
25.1032,52909
25.10702,54094
25.11082,54853
25.11463,54377
25.11845,53428
25.12227,52306
25.12607,50967
25.12988,48677
25.1337,46921
25.13752,46127
25.14132,45983
25.14513,46200
25.14895,46049
25.15277,45552
25.15657,45230
25.16038,45140
25.1642,45160
25.16802,47082
25.17182,53257
25.17563,63541
25.17945,78864
25.18327,99370
25.18707,123400
25.19088,148859
25.1947,170015
25.19852,181014
25.20232,180639
25.20613,167136
25.20995,145747
25.21377,121301
25.21758,98072
25.22138,79549
25.2252,67186
25.22902,59770
25.23283,55734
25.23663,53755
25.24045,53157
25.24427,52926
25.24808,52441
25.25188,51822
25.2557,51397
25.25952,51174
25.26333,51005
25.26713,50256
25.27095,50997
25.27477,53189
25.27858,54672
25.28238,54779
25.2862,54735
25.29002,55077
25.29383,55637
25.29763,56281
25.30145,56501
25.30527,57372
25.30908,57699
25.31288,57310
25.3167,55990
25.32052,54561
25.32433,53301
25.32815,50851
25.33195,47871
25.33577,46193
25.33958,45194
25.3434,44702
25.3472,44721
25.35102,45379
25.35483,46697
25.35865,48169
25.36245,49795
25.36627,51374
25.37008,52433
25.3739,53183
25.3777,52815
25.38152,52309
25.38533,51061
25.38915,50611
25.39295,50649
25.39677,50154
25.40058,50606
25.4044,51460
25.4082,51904
25.41202,52227
25.41583,51811
25.41965,50366
25.42345,49664
25.42727,48886
25.43108,47164
25.4349,45763
25.4387,44593
25.44252,43965
25.44633,44150
25.45015,44819
25.45397,46055
25.45777,46778
25.46158,48093
25.4654,49227
25.46922,51342
25.47302,52983
25.47683,54165
25.48065,55440
25.48447,57168
25.48827,57658
25.49208,56932
25.4959,55419
25.49972,55329
25.50352,56272
25.50733,59295
25.51115,62973
25.51497,68252
25.51877,73348
25.52258,76878
25.5264,78606
25.53022,82111
25.53402,85201
25.53783,87252
25.54165,87333
25.54547,84125
25.54927,78205
25.55308,71687
25.5569,64517
25.56072,58335
25.56453,53685
25.56833,51440
25.57215,51639
25.57597,54229
25.57978,59701
25.58358,67304
25.5874,75179
25.59122,82616
25.59503,88267
25.59883,92193
25.60265,92991
25.60647,91417
25.61028,86512
25.61408,84220
25.6179,84199
25.62172,85946
25.62553,89475
25.62933,90358
25.63315,89832
25.63697,86951
25.64078,81067
25.64458,73482
25.6484,65091
25.65222,58008
25.65603,52942
25.65983,50358
25.66365,49776
25.66747,51331
25.67128,54884
25.6751,59559
25.6789,66137
25.68272,71676
25.68653,77057
25.69035,80719
25.69415,82911
25.69797,83344
25.70178,81122
25.7056,79011
25.7094,75126
25.71322,70173
25.71703,64138
25.72085,58386
25.72465,54173
25.72847,50960
25.73228,50072
25.7361,51025
25.7399,52418
25.74372,53294
25.74753,52803
25.75135,51067
25.75515,49476
25.75897,47985
25.76278,46177
25.7666,45382
25.7704,44984
25.77422,44098
25.77803,43155
25.78185,43632
25.78565,44943
25.78947,45618
25.79328,46347
25.7971,47480
25.80092,49246
25.80472,51321
25.80853,52592
25.81235,54472
25.81617,56531
25.81997,57949
25.82378,58438
25.8276,59122
25.83142,59093
25.83522,59305
25.83903,59949
25.84285,60748
25.84667,62075
25.85047,62852
25.85428,63336
25.8581,62734
25.86192,62319
25.86572,61017
25.86953,58629
25.87335,56425
25.87717,54693
25.88097,52985
25.88478,51040
25.8886,49270
25.89242,48281
25.89622,47574
25.90003,46873
25.90385,45823
25.90767,44884
25.91148,44998
25.91528,45300
25.9191,45589
25.92292,45277
25.92673,45752
25.93053,45931
25.93435,46071
25.93817,45301
25.94198,44723
25.94578,44033
25.9496,43062
25.95342,42184
25.95723,42316
25.96103,42901
25.96485,43148
25.96867,42357
25.97248,42222
25.97628,42596
25.9801,43037
25.98392,43753
25.98773,44288
25.99153,45385
25.99535,46975
25.99917,48629
26.00298,50245
26.00678,52197
26.0106,53557
26.01442,54647
26.01823,54869
26.02205,53865
26.02585,52050
26.02967,48930
26.03348,47720
26.0373,46297
26.0411,45807
26.04492,45771
26.04873,45836
26.05255,45153
26.05635,45538
26.06017,46488
26.06398,47882
26.0678,48275
26.0716,48569
26.07542,48784
26.07923,48174
26.08305,48443
26.08685,48002
26.09067,46211
26.09448,44127
26.0983,42036
26.1021,40879
26.10592,41363
26.10973,42137
26.11355,42730
26.11735,43485
26.12117,43590
26.12498,43402
26.1288,43151
26.13262,42991
26.13642,42644
26.14023,42265
26.14405,42554
26.14787,42731
26.15167,42898
26.15548,42622
26.1593,43007
26.16312,43115
26.16692,43634
26.17073,43866
26.17455,43722
26.17837,44275
26.18217,45294
26.18598,46036
26.1898,46725
26.19362,46768
26.19742,46654
26.20123,46566
26.20505,46139
26.20887,46225
26.21267,46729
26.21648,47632
26.2203,47892
26.22412,47015
26.22792,46018
26.23173,44982
26.23555,44805
26.23937,44669
26.24317,43923
26.24698,43331
26.2508,42728
26.25462,42727
26.25843,42732
26.26223,42492
26.26605,42332
26.26987,41393
26.27368,40778
26.27748,40490
26.2813,40688
26.28512,40972
26.28893,41112
26.29273,40917
26.29655,41199
26.30037,42143
26.30418,41934
26.30798,41791
26.3118,41422
26.31562,41987
26.31943,41686
26.32323,41497
26.32705,41349
26.33087,41417
26.33468,41098
26.33848,40696
26.3423,40685
26.34612,41263
26.34993,40773
26.35373,41372
26.35755,42210
26.36137,43624
26.36518,45564
26.369,49423
26.3728,55649
26.37662,64563
26.38043,75117
26.38425,87691
26.38805,99859
26.39187,110121
26.39568,114434
26.3995,111645
26.4033,102119
26.40712,90002
26.41093,77652
26.41475,68093
26.41855,61499
26.42237,57000
26.42618,56189
26.43,58668
26.4338,63013
26.43762,71110
26.44143,81535
26.44525,95689
26.44905,108994
26.45287,119151
26.45668,124295
26.4605,123249
26.4643,117247
26.46812,106895
26.47193,95065
26.47575,83384
26.47957,73582
26.48337,68637
26.48718,64905
26.491,61498
26.49482,79968
26.49862,138682
26.50243,176485
26.50625,136028
26.51007,72840
26.51387,49534
26.51768,49007
26.5215,49411
26.52532,49924
26.52912,50205
26.53293,50399
26.53675,51706
26.54057,53948
26.54437,55485
26.54818,56779
26.552,56668
26.55582,55802
26.55962,54536
26.56343,54429
26.56725,53765
26.57107,52562
26.57487,51744
26.57868,50557
26.5825,49966
26.58632,50592
26.59012,50951
26.59393,51062
26.59775,50797
26.60157,50471
26.60538,49165
26.60918,47583
26.613,47042
26.61682,47238
26.62063,46446
26.62443,46136
26.62825,46088
26.63207,47130
26.63588,48368
26.63968,49210
26.6435,50955
26.64732,52147
26.65113,54234
26.65493,55782
26.65875,56605
26.66257,56370
26.66638,55237
26.67018,53913
26.674,52374
26.67782,51944
26.68163,51555
26.68543,52289
26.68925,54574
26.69307,58769
26.69688,63854
26.70068,70331
26.7045,75548
26.70832,79837
26.71213,81374
26.71595,79216
26.71975,76588
26.72357,73595
26.72738,71287
26.7312,68675
26.735,65221
26.73882,63918
26.74263,62264
26.74645,60087
26.75025,57111
26.75407,54406
26.75788,51825
26.7617,49233
26.7655,47756
26.76932,46558
26.77313,46275
26.77695,45874
26.78075,46509
26.78457,47356
26.78838,49257
26.7922,51674
26.796,53469
26.79982,54068
26.80363,54073
26.80745,52995
26.81125,51782
26.81507,50336
26.81888,49869
26.8227,48323
26.82652,48486
26.83032,48952
26.83413,48401
26.83795,48539
26.84177,48248
26.84557,47945
26.84938,47878
26.8532,48535
26.85702,49682
26.86082,50594
26.86463,50341
26.86845,49752
26.87227,48374
26.87607,47065
26.87988,45405
26.8837,44789
26.88752,43788
26.89132,43362
26.89513,42898
26.89895,42907
26.90277,42832
26.90657,42965
26.91038,43176
26.9142,43055
26.91802,42942
26.92182,42687
26.92563,41625
26.92945,41574
26.93327,41536
26.93707,42229
26.94088,42690
26.9447,43744
26.94852,44083
26.95233,44479
26.95613,44850
26.95995,45186
26.96377,44970
26.96758,44752
26.97138,44520
26.9752,45857
26.97902,46459
26.98283,47801
26.98663,48417
26.99045,48599
26.99427,48779
26.99808,49081
27.00188,48090
27.0057,47982
27.00952,48729
27.01333,48271
27.01713,47874
27.02095,47756
27.02477,47308
27.02858,46239
27.03238,45925
27.0362,45441
27.04002,44851
27.04383,44438
27.04763,44230
27.05145,44178
27.05527,44242
27.05908,45068
27.0629,45299
27.0667,46410
27.07052,47078
27.07433,47663
27.07815,47513
27.08195,46974
27.08577,45935
27.08958,44765
27.0934,44284
27.0972,43965
27.10102,43556
27.10483,43529
27.10865,44187
27.11245,44396
27.11627,44770
27.12008,45598
27.1239,46616
27.1277,47994
27.13152,50008
27.13533,51722
27.13915,52775
27.14295,53999
27.14677,53807
27.15058,52690
27.1544,51242
27.1582,50411
27.16202,50673
27.16583,49501
27.16965,49252
27.17347,49324
27.17727,49199
27.18108,48470
27.1849,46999
27.18872,46624
27.19252,47696
27.19633,48684
27.20015,49391
27.20397,49990
27.20777,48832
27.21158,47323
27.2154,46150
27.21922,44888
27.22302,43924
27.22683,43375
27.23065,42896
27.23447,43554
27.23827,44144
27.24208,44886
27.2459,44490
27.24972,44596
27.25352,45046
27.25733,45860
27.26115,45922
27.26497,44903
27.26877,44272
27.27258,43425
27.2764,43494
27.28022,43725
27.28403,44210
27.28783,44182
27.29165,43498
27.29547,42835
27.29928,42768
27.30308,43152
27.3069,43622
27.31072,44228
27.31453,44312
27.31833,45392
27.32215,46135
27.32597,45783
27.32978,44842
27.33358,44430
27.3374,44348
27.34122,43922
27.34503,43779
27.34883,42499
27.35265,42322
27.35647,42556
27.36028,43075
27.36408,42614
27.3679,42620
27.37172,42507
27.37553,41730
27.37933,41616
27.38315,41705
27.38697,42824
27.39078,42927
27.39458,43032
27.3984,44110
27.40222,44475
27.40603,44790
27.40985,45115
27.41365,44628
27.41747,43487
27.42128,42445
27.4251,42289
27.4289,42751
27.43272,43452
27.43653,43048
27.44035,42229
27.44415,41157
27.44797,41122
27.45178,41463
27.4556,41588
27.4594,41964
27.46322,42198
27.46703,42710
27.47085,43307
27.47465,45328
27.47847,46710
27.48228,48719
27.4861,50612
27.4899,52102
27.49372,53083
27.49753,52881
27.50135,52408
27.50515,51089
27.50897,49149
27.51278,47148
27.5166,46723
27.52042,45771
27.52422,45135
27.52803,44386
27.53185,44539
27.53567,45228
27.53947,44951
27.54328,44730
27.5471,44098
27.55092,44594
27.55472,45178
27.55853,46014
27.56235,47492
27.56617,49323
27.56997,52169
27.57378,55189
27.5776,58275
27.58142,60940
27.58522,61293
27.58903,60070
27.59285,57998
27.59667,55975
27.60047,53835
27.60428,51739
27.6081,50576
27.61192,49984
27.61572,49796
27.61953,50199
27.62335,51582
27.62717,51919
27.63098,52761
27.63478,52370
27.6386,51575
27.64242,50373
27.64623,49405
27.65003,48403
27.65385,47323
27.65767,46903
27.66148,46298
27.66528,46197
27.6691,45199
27.67292,45764
27.67673,45653
27.68053,46096
27.68435,46496
27.68817,46220
27.69198,46289
27.69578,46882
27.6996,47281
27.70342,47153
27.70723,47033
27.71103,47177
27.71485,45967
27.71867,44759
27.72248,44685
27.72628,44963
27.7301,45290
27.73392,45570
27.73773,45558
27.74153,46146
27.74535,47487
27.74917,48301
27.75298,50076
27.7568,51762
27.7606,52947
