Retention time,Abundance
1.995,7582671
1.999,6752057
2.002,5934168
2.006,5230944
2.01,4667489
2.014,4184293
2.018,3733265
2.021,3291341
2.025,2862289
2.029,2458276
2.033,2089388
2.037,1759579
2.041,1488404
2.044,1394530
2.048,1850924
2.052,3471326
2.056,6493637
2.06,9996639
2.063,12221464
2.067,12038633
2.071,9887522
2.075,7187900
2.079,5094826
2.082,3883372
2.086,3258254
2.09,2893723
2.094,2635013
2.098,2456930
2.102,2402791
2.105,2540622
2.109,2871502
2.113,3250234
2.117,3430241
2.121,3266823
2.124,2823149
2.128,2281298
2.132,1794807
2.136,1414175
2.14,1119561
2.143,894906
2.147,735335
2.151,626061
2.155,542315
2.159,481309
2.163,486936
2.166,757544
2.17,1750554
2.174,3944679
2.178,7186475
2.182,10332495
2.185,11917489
2.189,11315681
2.193,9191217
2.197,6819262
2.201,5089012
2.204,4116373
2.208,3607639
2.212,3326750
2.216,3214846
2.22,3238566
2.224,3273722
2.227,3216950
2.231,3104356
2.235,3082629
2.239,3230495
2.243,3433756
2.246,3490852
2.25,3377320
2.254,3327483
2.258,3539348
2.262,3915699
2.265,4053398
2.269,3704388
2.273,3008974
2.277,2335751
2.281,1987289
2.285,2028736
2.288,2344575
2.292,2683789
2.296,2838623
2.3,2715855
2.304,2441689
2.307,2145499
2.311,1880622
2.315,1671074
2.319,1570880
2.323,1636086
2.326,1834379
2.33,2038461
2.334,2111135
2.338,1995481
2.342,1727697
2.346,1395678
2.349,1088247
2.353,851781
2.357,688336
2.361,582288
2.365,523819
2.368,536668
2.372,708663
2.376,1197628
2.38,2243382
2.384,4213246
2.387,7666743
2.391,12662547
2.395,17912690
2.399,21955302
2.403,23345780
2.407,21978152
2.41,18700246
2.414,14783030
2.418,11478613
2.422,9022364
2.426,7554640
2.429,6751615
2.433,6367280
2.437,6343102
2.441,6698373
2.445,7405407
2.448,8360517
2.452,9427077
2.456,10381891
2.46,10862235
2.464,10527970
2.468,9340929
2.471,7646929
2.475,5955431
2.479,4632895
2.483,3778223
2.487,3301929
2.49,3050230
2.494,2877795
2.498,2681952
2.502,2428169
2.506,2148979
2.509,1888069
2.513,1672284
2.517,1492023
2.521,1321014
2.525,1142692
2.529,961623
2.532,791596
2.536,644375
2.54,527649
2.544,440175
2.548,373895
2.551,320940
2.555,277427
2.559,240072
2.563,205680
2.567,173910
2.57,146501
2.574,124196
2.578,106843
2.582,93675
2.586,85203
2.59,82320
2.593,87048
2.597,99444
2.601,115326
2.605,128166
2.609,131799
2.612,124331
2.616,110288
2.62,94749
2.624,81968
2.628,74085
2.631,73315
2.635,82007
2.639,99488
2.643,122940
2.647,148873
2.651,174472
2.654,198836
2.658,218916
2.662,229806
2.666,224934
2.67,203454
2.673,173477
2.677,143805
2.681,120142
2.685,103030
2.689,90726
2.692,81939
2.696,76491
2.7,75780
2.704,83363
2.708,103378
2.712,139389
2.715,198883
2.719,308211
2.723,527814
2.727,943026
2.731,1599032
2.734,2419084
2.738,3187580
2.742,3658734
2.746,3707822
2.75,3389990
2.753,2875406
2.757,2346299
2.761,1910388
2.765,1589289
2.769,1355116
2.773,1173413
2.776,1020747
2.78,888954
2.784,778746
2.788,691172
2.792,620630
2.795,564986
2.799,515820
2.803,480530
2.807,447757
2.811,423119
2.814,405167
2.818,386420
2.822,360488
2.826,326781
2.83,295337
2.834,283472
2.837,313917
2.841,418110
2.845,665974
2.849,1201408
2.853,2226573
2.856,3860783
2.86,5940102
2.864,7972605
2.868,9364820
2.872,9732532
2.875,9072743
2.879,7720561
2.883,6162211
2.887,4847575
2.891,4114787
2.895,4198858
2.898,5207121
2.902,6988179
2.906,9047125
2.91,10655810
2.914,11225730
2.917,10629470
2.921,9231010
2.925,7603948
2.929,6308501
2.933,5646042
2.936,5596378
2.94,5869877
2.944,6090238
2.948,5990825
2.952,5510004
2.956,4763124
2.959,3935024
2.963,3179784
2.967,2571435
2.971,2111727
2.975,1768151
2.978,1506071
2.982,1298078
2.986,1123829
2.99,972208
2.994,838049
2.997,718670
3.001,618640
3.005,549457
3.009,529386
3.013,592489
3.017,816548
3.02,1361437
3.024,2457767
3.028,4265710
3.032,6641042
3.036,9051696
3.039,10778643
3.043,11317269
3.047,10610460
3.051,9001626
3.055,7046200
3.058,5273834
3.062,3969627
3.066,3138889
3.07,2643298
3.074,2340781
3.078,2131598
3.081,1953738
3.085,1777945
3.089,1599154
3.093,1419354
3.097,1241002
3.1,1067466
3.104,902375
3.108,752938
3.112,627804
3.116,536474
3.119,488776
3.123,489241
3.127,528365
3.131,582399
3.135,619382
3.139,615511
3.142,564282
3.146,484666
3.15,419816
3.154,418315
3.158,533283
3.161,798788
3.165,1204328
3.169,1661936
3.173,2030829
3.177,2192308
3.181,2117819
3.184,1875779
3.188,1594919
3.192,1409710
3.196,1422060
3.2,1700737
3.203,2333447
3.207,3472164
3.211,5272754
3.215,7709972
3.219,10427162
3.222,12821264
3.226,14315589
3.23,14588791
3.234,13663736
3.238,11873275
3.242,9728729
3.245,7736968
3.249,6230185
3.253,5295835
3.257,4828527
3.261,4634283
3.264,4517990
3.268,4343272
3.272,4046078
3.276,3624307
3.28,3127992
3.283,2631838
3.287,2192837
3.291,1834875
3.295,1559129
3.299,1352410
3.303,1197452
3.306,1066384
3.31,941033
3.314,813808
3.318,685141
3.322,560502
3.325,448432
3.329,355487
3.333,284146
3.337,231392
3.341,193416
3.344,165968
3.348,145044
3.352,128745
3.356,114795
3.36,101511
3.364,89686
3.367,80132
3.371,76039
3.375,81981
3.379,103880
3.383,145990
3.386,206429
3.39,274589
3.394,333068
3.398,363572
3.402,356652
3.405,322112
3.409,288617
3.413,309947
3.417,486414
3.421,979003
3.425,1975851
3.428,3559476
3.432,5554463
3.436,7514441
3.44,8912606
3.444,9393650
3.447,8905955
3.451,7712573
3.455,6233172
3.459,4841001
3.463,3736871
3.466,2966368
3.47,2480856
3.474,2209857
3.478,2089516
3.482,2078933
3.486,2127341
3.489,2189278
3.493,2212996
3.497,2166987
3.501,2076089
3.505,2007320
3.508,2025711
3.512,2155337
3.516,2353815
3.52,2532571
3.524,2601414
3.527,2512970
3.531,2286553
3.535,1986203
3.539,1696190
3.543,1472921
3.547,1326231
3.55,1227266
3.554,1135181
3.558,1028201
3.562,910747
3.566,803668
3.569,728819
3.573,694435
3.577,692822
3.581,696317
3.585,678846
3.588,629520
3.592,556630
3.596,482847
3.6,428268
3.604,400913
3.608,397060
3.611,403335
3.615,401451
3.619,381007
3.623,341190
3.627,291664
3.63,249102
3.634,221395
3.638,217198
3.642,239930
3.646,292813
3.649,375950
3.653,486284
3.657,612415
3.661,731671
3.665,813922
3.669,834953
3.672,788420
3.676,691443
3.68,578446
3.684,486600
3.688,444170
3.691,466254
3.695,549927
3.699,672429
3.703,796660
3.707,883512
3.71,905794
3.714,857224
3.718,757773
3.722,647582
3.726,564445
3.73,528923
3.733,539193
3.737,577667
3.741,614821
3.745,624898
3.749,596661
3.752,534430
3.756,452281
3.76,367296
3.764,294113
3.768,239036
3.771,200859
3.775,175536
3.779,158394
3.783,144785
3.787,131817
3.791,118474
3.794,105018
3.798,92363
3.802,82167
3.806,78528
3.81,87073
3.813,115378
3.817,173686
3.821,271462
3.825,410547
3.829,577529
3.832,746019
3.836,886683
3.84,984206
3.844,1049998
3.848,1120131
3.852,1241072
3.855,1455507
3.859,1794341
3.863,2277281
3.867,2895289
3.871,3577264
3.874,4194351
3.878,4603467
3.882,4698812
3.886,4457285
3.89,3953654
3.893,3316518
3.897,2676682
3.901,2124059
3.905,1695228
3.909,1382608
3.913,1162901
3.916,1004789
3.92,882523
3.924,777567
3.928,681767
3.932,591593
3.935,504612
3.939,422664
3.943,348905
3.947,284380
3.951,229146
3.954,183084
3.958,146723
3.962,118953
3.966,97740
3.97,82198
3.974,72844
3.977,69924
3.981,72985
3.985,82172
3.989,96887
3.993,114672
3.996,132164
4,145443
4.004,153136
4.008,157726
4.012,166334
4.015,197996
4.019,287816
4.023,490780
4.027,869111
4.031,1458184
4.035,2227414
4.038,3055292
4.042,3767446
4.046,4196155
4.05,4248439
4.054,3953922
4.057,3458169
4.061,2974239
4.065,2712200
4.069,2820451
4.073,3345851
4.076,4199112
4.08,5158099
4.084,5949911
4.088,6356759
4.092,6296253
4.096,5829623
4.099,5114590
4.103,4341341
4.107,3663073
4.111,3143074
4.115,2761226
4.118,2460450
4.122,2187135
4.126,1912847
4.13,1637861
4.134,1376514
4.137,1143404
4.141,943608
4.145,776582
4.149,638234
4.153,523445
4.157,427301
4.16,346395
4.164,279693
4.168,226149
4.172,184510
4.176,152527
4.179,128750
4.183,111435
4.187,98463
4.191,87738
4.195,78542
4.198,71015
4.202,65459
4.206,64295
4.21,72516
4.214,98143
4.218,152893
4.221,252158
4.225,413861
4.229,646244
4.233,937716
4.237,1246299
4.24,1518070
4.244,1691561
4.248,1733938
4.252,1646174
4.256,1465167
4.259,1237322
4.263,1008969
4.267,808940
4.271,655378
4.275,544535
4.279,463500
4.282,400459
4.286,347908
4.29,302986
4.294,263490
4.298,227257
4.301,195715
4.305,168860
4.309,144205
4.313,122441
4.317,102936
4.32,86020
4.324,71986
4.328,60640
4.332,52129
4.336,45226
4.34,40103
4.343,36595
4.347,34103
4.351,32306
4.355,31500
4.359,32216
4.362,35527
4.366,41352
4.37,49131
4.374,60158
4.378,74455
4.381,92870
4.385,116565
4.389,148433
4.393,192405
4.397,253402
4.401,326770
4.404,407852
4.408,488305
4.412,558742
4.416,623430
4.42,716167
4.423,908956
4.427,1310006
4.431,2027556
4.435,3105008
4.439,4460805
4.442,5880852
4.446,7086004
4.45,7845975
4.454,8043330
4.458,7684675
4.462,6891915
4.465,5867965
4.469,4808284
4.473,3849800
4.477,3069307
4.481,2485877
4.484,2062720
4.488,1746342
4.492,1495967
4.496,1280351
4.5,1084663
4.503,909955
4.507,759178
4.511,636007
4.515,547393
4.519,512321
4.523,575071
4.526,807240
4.53,1309710
4.534,2165211
4.538,3376916
4.542,4831674
4.545,6307740
4.549,7534334
4.553,8286545
4.557,8464279
4.561,8087508
4.564,7295445
4.568,6303603
4.572,5328256
4.576,4520185
4.58,3946978
4.584,3592668
4.587,3373702
4.591,3193551
4.595,2983377
4.599,2709627
4.603,2373866
4.606,2011647
4.61,1669944
4.614,1382276
