Retention time,Abundance
0.087,11676
0.091,11099
0.094,11358
0.097,10258
0.1,11544
0.104,10780
0.107,9146
0.11,10057
0.114,9378
0.117,10585
0.12,8861
0.123,9085
0.127,9096
0.13,8611
0.133,8760
0.137,10301
0.14,9096
0.143,8704
0.146,9470
0.15,8145
0.153,8286
0.156,7946
0.159,7724
0.163,7658
0.166,8755
0.169,8985
0.173,8145
0.176,7634
0.179,7944
0.182,7055
0.186,8409
0.189,6684
0.192,7539
0.196,6563
0.199,6506
0.202,7048
0.205,6806
0.209,6089
0.212,6810
0.215,6966
0.219,6672
0.222,5730
0.225,6362
0.228,5933
0.232,6730
0.235,6057
0.238,5932
0.241,5778
0.245,6367
0.248,5846
0.251,4781
0.255,5877
0.258,4358
0.261,5157
0.264,4511
0.268,5691
0.271,4676
0.274,5285
0.278,5733
0.281,4078
0.284,5329
0.287,4684
0.291,5498
0.294,5663
0.297,3889
0.3,5558
0.304,4164
0.307,4125
0.31,4074
0.314,4600
0.317,4399
0.32,4603
0.323,4896
0.327,4014
0.33,5545
0.333,4744
0.337,5329
0.34,4673
0.343,4380
0.346,4542
0.35,4107
0.353,4019
0.356,4386
0.36,4050
0.363,4230
0.366,4380
0.369,4205
0.373,4193
0.376,3394
0.379,4003
0.382,3858
0.386,3857
0.389,3337
0.392,4089
0.396,3986
0.399,3817
0.402,3984
0.405,3433
0.409,3606
0.412,2896
0.415,4069
0.419,4111
0.422,4578
0.425,4016
0.428,3797
0.432,3181
0.435,4279
0.438,2900
0.441,3265
0.445,3762
0.448,3688
0.451,3660
0.455,4089
0.458,3108
0.461,3851
0.464,3379
0.468,3837
0.471,3831
0.474,3389
0.478,4043
0.481,2720
0.484,2939
0.487,3008
0.491,3398
0.494,3048
0.497,2958
0.501,3594
0.504,2939
0.507,2834
0.51,3715
0.514,3198
0.517,3860
0.52,3108
0.523,3871
0.527,3227
0.53,3044
0.533,3436
0.537,3307
0.54,3372
0.543,3510
0.546,3174
0.55,3562
0.553,3449
0.556,2941
0.56,3452
0.563,2914
0.566,3301
0.569,2965
0.573,4006
0.576,3123
0.579,3591
0.583,3331
0.586,3663
0.589,4279
0.592,3164
0.596,3209
0.599,3907
0.602,2978
0.605,3885
0.609,3505
0.612,3206
0.615,3239
0.619,2980
0.622,2931
0.625,2876
0.628,3246
0.632,3522
0.635,3388
0.638,4125
0.642,2691
0.645,3130
0.648,3072
0.651,2518
0.655,3797
0.658,3152
0.661,2832
0.664,3255
0.668,3360
0.671,3244
0.674,2648
0.678,3359
0.681,2970
0.684,3199
0.687,3054
0.691,3058
0.694,3255
0.697,3090
0.701,2697
0.704,2716
0.707,2918
0.71,3040
0.714,3132
0.717,3488
0.72,2761
0.724,3262
0.727,2628
0.73,2867
0.733,2619
0.737,3044
0.74,3138
0.743,2896
0.746,3319
0.75,2602
0.753,2692
0.756,3196
0.76,2647
0.763,3024
0.766,2819
0.769,3172
0.773,3050
0.776,2814
0.779,2963
0.783,2724
0.786,3690
0.789,3992
0.792,3065
0.796,3298
0.799,3428
0.802,3215
0.805,3417
0.809,2285
0.812,2966
0.815,3444
0.819,3233
0.822,3472
0.825,3429
0.828,2622
0.832,2966
0.835,3000
0.838,2833
0.842,3226
0.845,3038
0.848,2971
0.851,2708
0.855,2688
0.858,2689
0.861,3311
0.865,2464
0.868,2889
0.871,2738
0.874,2476
0.878,2991
0.881,2792
0.884,3102
0.887,2567
0.891,2907
0.894,3132
0.897,3121
0.901,2644
0.904,2801
0.907,3310
0.91,2781
0.914,3107
0.917,3416
0.92,3154
0.924,3170
0.927,3147
0.93,2525
0.933,2975
0.937,2220
0.94,2885
0.943,3108
0.947,3263
0.95,3155
0.953,3147
0.956,2583
0.96,3306
0.963,2673
0.966,3142
0.969,2653
0.973,2554
0.976,3393
0.979,2792
0.983,3264
0.986,2701
0.989,3067
0.992,2496
0.996,2977
0.999,3124
1.002,2570
1.006,3091
1.009,2673
1.012,2724
1.015,2553
1.019,3302
1.022,2869
1.025,2767
1.028,2919
1.032,2918
1.035,2926
1.038,2774
1.042,2215
1.045,2859
1.048,2824
1.051,2725
1.055,2945
1.058,2671
1.061,2934
1.065,2197
1.068,3165
1.071,2790
1.074,2663
1.078,2889
1.081,2710
1.084,2946
1.088,3092
1.091,2555
1.094,2857
1.097,3032
1.101,2991
1.104,2931
1.107,2788
1.11,2541
1.114,2738
1.117,2555
1.12,2963
1.124,2459
1.127,2718
1.13,3004
1.133,2944
1.137,2573
1.14,2317
1.143,3195
1.147,2615
1.15,2721
1.153,2557
1.156,3289
1.16,2245
1.163,2240
1.166,2590
1.17,2710
1.173,2567
1.176,2512
1.179,3068
1.183,2835
1.186,2234
1.189,2757
1.192,2991
1.196,2863
1.199,2397
1.202,2897
1.206,2470
1.209,3001
1.212,2441
1.215,2830
1.219,2373
1.222,2701
1.225,2874
1.229,2391
1.232,2786
1.235,2569
1.238,2698
1.242,2741
1.245,2974
1.248,2733
1.251,2703
1.255,2602
1.258,2763
1.261,1879
1.265,3072
1.268,2929
1.271,3157
1.274,2523
1.278,2219
1.281,2466
1.284,2945
1.288,1701
1.291,2687
1.294,2838
1.297,3144
1.301,2626
1.304,2646
1.307,2209
1.311,2926
1.314,2063
1.317,2539
1.32,3036
1.324,2342
1.327,2917
1.33,2306
1.333,2333
1.337,2599
1.34,2923
1.343,2664
1.347,2143
1.35,2942
1.353,2886
1.356,2717
1.36,2399
1.363,2607
1.366,2631
1.37,2687
1.373,2960
1.376,3020
1.379,2500
1.383,1907
1.386,3355
1.389,2134
1.392,2152
1.396,2813
1.399,2490
1.402,2720
1.406,2721
1.409,2181
1.412,2837
1.415,2363
1.419,2360
1.422,2526
1.425,2581
1.429,2345
1.432,3179
1.435,2076
1.438,2546
1.442,2370
1.445,2757
1.448,2268
1.452,2907
1.455,2846
1.458,2017
1.461,2480
1.465,2654
1.468,2170
1.471,2294
1.474,2543
1.478,2858
1.481,2320
1.484,2472
1.488,2722
1.491,2337
1.494,1930
1.497,2191
1.501,2562
1.504,1662
1.507,2743
1.511,2432
1.514,2338
1.517,3137
1.52,2536
1.524,2476
1.527,2615
1.53,2449
1.534,3090
1.537,2372
1.54,1952
1.543,2181
1.547,2423
1.55,2606
1.553,2309
1.556,2454
1.56,2620
1.563,2787
1.566,2093
1.57,2241
1.573,2185
1.576,3122
1.579,2072
1.583,2591
1.586,2644
1.589,2262
1.593,3101
1.596,2816
1.599,2549
1.602,2571
1.606,2803
1.609,1674
1.612,2812
1.615,2116
1.619,2948
1.622,2560
1.625,2580
1.629,3103
1.632,2107
1.635,3009
1.638,2254
1.642,2169
1.645,2653
1.648,2402
1.652,2616
1.655,2872
1.658,2112
1.661,2382
1.665,2674
1.668,3019
1.671,2040
1.675,2907
1.678,2877
1.681,2772
1.684,2108
1.688,3137
1.691,2375
1.694,2535
1.697,2129
1.701,2302
1.704,2463
1.707,2594
1.711,2383
1.714,2601
1.717,2611
1.72,1809
1.724,2403
