Retention time,Abundance
1.995,5978053
1.998,5603594
2.002,5275256
2.006,5024378
2.01,4806082
2.014,4565907
2.018,4282071
2.021,3954669
2.025,3593293
2.029,3214837
2.033,2835419
2.037,2468392
2.04,2157118
2.044,2059114
2.048,2531633
2.052,3955901
2.056,6173507
2.059,8182129
2.063,8820959
2.067,7830167
2.071,5998938
2.075,4331642
2.079,3288319
2.082,2772221
2.086,2533063
2.09,2416873
2.094,2369989
2.098,2391039
2.101,2510782
2.105,2753852
2.109,3066995
2.113,3300118
2.117,3300911
2.12,3045748
2.124,2627321
2.128,2185288
2.132,1816369
2.136,1546536
2.14,1359951
2.143,1225688
2.147,1099968
2.151,952972
2.155,801396
2.159,699495
2.162,734906
2.166,1115938
2.17,2172202
2.174,4017520
2.178,6161089
2.181,7651912
2.185,7800707
2.189,6731979
2.193,5197789
2.197,3927731
2.201,3180130
2.204,2826708
2.208,2681005
2.212,2671605
2.216,2781650
2.22,2933991
2.223,3035108
2.227,3046543
2.231,3037541
2.235,3103989
2.239,3242312
2.242,3316265
2.246,3233559
2.25,3088712
2.254,3077771
2.258,3270694
2.262,3445938
2.265,3337058
2.269,2906537
2.273,2366404
2.277,1974183
2.281,1861739
2.284,2013890
2.288,2270925
2.292,2463668
2.296,2462880
2.3,2308694
2.303,2099822
2.307,1895044
2.311,1711453
2.315,1581737
2.319,1555112
2.323,1653011
2.326,1824836
2.33,1965046
2.334,1977989
2.338,1839488
2.342,1596881
2.345,1326534
2.349,1088772
2.353,910088
2.357,788234
2.361,710692
2.364,675031
2.368,713202
2.372,906163
2.376,1373050
2.38,2280816
2.384,3941140
2.387,6771703
2.391,10799014
2.395,14803546
2.399,17545694
2.403,17970754
2.406,16244646
2.41,13355802
2.414,10556739
2.418,8318399
2.422,6977522
2.425,6326588
2.429,6124093
2.433,6258249
2.437,6682853
2.441,7316405
2.445,8027458
2.448,8670186
2.452,9121782
2.456,9266733
2.46,8990570
2.464,8242230
2.467,7134267
2.471,5922073
2.475,4861482
2.479,4082614
2.483,3580592
2.486,3278839
2.49,3089645
2.494,2935005
2.498,2756283
2.502,2540561
2.506,2302713
2.509,2083350
2.513,1891945
2.517,1711634
2.521,1524560
2.525,1329595
2.528,1137183
2.532,960490
2.536,809053
2.54,685112
2.544,584611
2.547,503042
2.551,435474
2.555,377213
2.559,325915
2.563,279765
2.567,238833
2.57,204574
2.574,176491
2.578,153428
2.582,134951
2.586,122078
2.589,116683
2.593,119881
2.597,129862
2.601,140941
2.605,144547
2.609,137703
2.612,122356
2.616,105364
2.62,89977
2.624,79480
2.628,74836
2.631,76291
2.635,84211
