Retention time,Abundance
1.994,4163566
1.998,5153116
2.002,6271678
2.006,7492694
2.009,8702853
2.013,9690102
2.017,10198955
2.02,10060446
2.024,9303152
2.028,8134259
2.031,6825767
2.035,5591788
2.039,4532713
2.043,3659171
2.046,2943981
2.05,2353691
2.054,1857899
2.057,1435564
2.061,1079868
2.065,793470
2.068,579391
2.072,433749
2.076,371227
2.079,392029
2.083,507897
2.087,751867
2.091,1159683
2.094,1778405
2.098,2595891
2.102,3512563
2.105,4358162
2.109,4954469
2.113,5177540
2.116,4997524
2.12,4491578
2.124,3807057
2.127,3091667
2.131,2445637
2.135,1911369
2.139,1496436
2.142,1197764
2.146,1009026
2.15,917169
2.153,901997
2.157,935885
2.161,990875
2.164,1035532
2.168,1042034
2.172,996989
2.176,909714
2.179,803772
2.183,696070
2.187,600659
2.19,523806
2.194,471417
2.198,455671
2.201,494380
2.205,611768
2.209,814728
2.212,1139719
2.216,1625078
2.22,2340344
2.224,3248247
2.227,4181594
2.231,4928902
2.235,5330400
2.238,5329492
2.242,4979095
2.246,4401130
2.249,3734155
2.253,3089108
2.257,2530235
2.261,2076685
2.264,1730451
2.268,1482734
2.272,1317937
2.275,1217148
2.279,1164873
2.283,1153584
2.286,1179730
2.29,1233344
2.294,1300720
2.297,1362771
2.301,1420421
2.305,1476966
2.309,1525902
2.312,1549610
2.316,1530204
2.32,1462652
2.323,1358932
2.327,1246842
2.331,1157517
2.334,1109375
2.338,1099528
2.342,1111376
2.346,1158166
2.349,1430740
2.353,2468620
2.357,4985404
2.36,9272026
2.364,14836206
2.368,20823132
2.371,26499644
2.375,31696622
2.379,35992656
2.382,38928172
2.386,40479768
2.39,41280200
2.394,41948704
2.397,42272908
2.401,41813192
2.405,40196584
2.408,36782560
2.412,31550170
2.416,25667906
2.419,20535802
2.423,16620306
2.427,13574870
2.431,11307713
2.434,9784568
2.438,8998546
2.442,8940094
2.445,9522530
2.449,10519281
2.453,11532219
2.456,12131200
2.46,12038967
2.464,11225540
2.467,9876141
2.471,8285295
2.475,6733868
2.479,5398397
2.482,4349950
2.486,3606458
2.49,3165139
2.493,3000574
2.497,3067828
2.501,3280210
2.504,3557559
2.508,3808340
2.512,3951928
2.516,3936709
2.519,3750419
2.523,3416595
2.527,2984712
2.53,2520095
2.534,2081832
2.538,1701607
2.541,1387013
