Retention time,Abundance
0.087,12916
0.091,14577
0.094,10788
0.097,12620
0.1,11330
0.104,11144
0.107,11103
0.11,10602
0.114,10323
0.117,10440
0.12,9412
0.123,10054
0.127,8593
0.13,9533
0.133,9740
0.136,9364
0.14,8391
0.143,8121
0.146,8451
0.15,8499
0.153,7235
0.156,6896
0.159,8311
0.163,7982
0.166,8206
0.169,7287
0.173,7474
0.176,6371
0.179,6919
0.182,5918
0.186,6431
0.189,6908
0.192,7403
0.196,5752
0.199,6810
0.202,6116
0.205,5581
0.209,5454
0.212,4788
0.215,4836
0.218,4746
0.222,5878
0.225,5013
0.228,5208
0.232,5449
0.235,5142
0.238,5739
0.241,4393
0.245,4946
0.248,3687
0.251,4651
0.255,4830
0.258,5100
0.261,4589
0.264,3228
0.268,4752
0.271,4163
0.274,4144
0.277,4325
0.281,3939
0.284,4006
0.287,4861
0.291,2963
0.294,4425
0.297,3682
0.3,4498
0.304,5059
0.307,3874
0.31,4112
0.314,3553
0.317,3173
0.32,4059
0.323,3740
0.327,3368
0.33,3763
0.333,3911
0.337,3650
0.34,3135
0.343,3583
0.346,2948
0.35,3451
0.353,3552
0.356,3754
0.359,3150
0.363,3212
0.366,2466
0.369,3047
0.373,3745
0.376,3399
0.379,2755
0.382,3011
0.386,2840
0.389,2888
0.392,3158
0.396,3433
0.399,2745
0.402,2937
0.405,2890
0.409,3197
0.412,2778
0.415,2608
0.419,2625
0.422,3140
0.425,2763
0.428,2975
0.432,2461
0.435,2345
0.438,2600
0.441,2579
0.445,2658
0.448,2318
0.451,2710
0.455,2557
0.458,2204
0.461,2397
0.464,2505
0.468,2650
0.471,2844
0.474,2667
0.478,2236
0.481,2946
0.484,3138
0.487,2653
0.491,2233
0.494,2610
0.497,2127
0.5,2626
0.504,2540
0.507,2451
0.51,2088
0.514,2255
0.517,1918
0.52,2616
0.523,1997
0.527,2901
0.53,1757
0.533,2751
0.537,2702
0.54,2692
0.543,2553
0.546,2411
0.55,2854
0.553,2382
0.556,2381
0.56,2450
0.563,2145
0.566,2749
0.569,2607
0.573,2021
0.576,2224
0.579,1936
0.582,2121
0.586,2688
0.589,2440
0.592,2274
0.596,2138
0.599,2258
0.602,2319
0.605,1922
0.609,1628
0.612,2249
0.615,2065
0.619,2024
0.622,2260
0.625,2533
0.628,2045
0.632,2099
0.635,2195
0.638,2168
0.641,1673
0.645,1734
0.648,2274
0.651,1812
0.655,1909
0.658,1772
0.661,1920
0.664,2098
0.668,2542
0.671,2039
0.674,1639
0.678,2088
0.681,1807
0.684,1648
0.687,2131
0.691,1757
0.694,2201
0.697,1905
0.701,1836
0.704,2063
0.707,1974
0.71,1756
0.714,2499
0.717,1821
0.72,1542
0.723,2206
0.727,1582
0.73,2264
0.733,1728
0.737,1352
0.74,1865
0.743,2143
0.746,1699
0.75,2033
0.753,2236
0.756,1753
0.76,1467
0.763,1602
0.766,1567
0.769,1792
0.773,2287
0.776,1307
0.779,2095
0.783,2157
0.786,2077
0.789,1792
0.792,1653
0.796,1483
0.799,1555
0.802,1767
0.805,1634
0.809,1984
0.812,1541
0.815,1881
0.819,1221
0.822,1741
0.825,1822
0.828,1900
0.832,1691
0.835,1878
0.838,1915
0.842,1925
0.845,1717
0.848,2183
0.851,1835
0.855,2340
0.858,1702
0.861,1317
0.864,1800
0.868,1492
0.871,1874
0.874,1351
0.878,1181
0.881,1791
0.884,1773
0.887,1739
0.891,1792
0.894,1858
0.897,1640
0.901,1374
0.904,1778
0.907,1393
0.91,1659
0.914,1757
0.917,1861
0.92,1285
0.924,1796
0.927,1190
0.93,1439
0.933,1667
0.937,1469
0.94,1458
0.943,1631
0.946,1850
0.95,1564
0.953,1590
0.956,1350
0.96,1345
0.963,1264
0.966,1849
0.969,1261
0.973,1481
0.976,1440
0.979,1886
0.983,2004
0.986,1747
0.989,1430
0.992,1922
0.996,1709
0.999,1301
1.002,1247
1.005,1452
