Retention time,Abundance
2.495,4453955
2.498,3670120
2.502,3162422
2.506,2791073
2.509,2480207
2.513,2184233
2.517,1876467
2.52,1560260
2.524,1263398
2.528,1014338
2.532,822795
2.535,676984
2.539,584414
2.543,526457
2.546,492041
2.55,454271
2.554,404108
2.557,352947
2.561,300980
2.565,253205
2.568,213587
2.572,182559
2.576,158574
2.58,138703
2.583,121251
2.587,106938
2.591,96697
2.594,90460
2.598,87155
2.602,85492
2.605,85244
2.609,85058
2.613,83634
2.617,80320
2.62,75487
2.624,70489
2.628,66341
2.631,63761
2.635,62638
2.639,64441
2.642,71946
2.646,86755
2.65,105578
2.653,119542
2.657,124305
2.661,121281
2.665,114319
2.668,105618
2.672,98422
2.676,94794
2.679,94912
2.683,97108
2.687,100257
2.69,104102
2.694,108190
2.698,111582
2.702,112972
2.705,112123
2.709,109216
2.713,103909
2.716,95487
2.72,86140
2.724,78046
2.727,72877
2.731,71186
2.735,74179
2.738,84821
2.742,107545
2.746,145756
2.75,202026
2.753,274290
2.757,356736
2.761,444115
2.764,534593
2.768,636393
2.772,740267
2.775,837368
2.779,921528
2.783,959825
2.787,937841
2.79,857886
2.794,743128
2.798,622877
2.801,518522
2.805,434227
2.809,362898
2.812,298481
2.816,240573
2.82,192069
2.823,155502
2.827,130698
2.831,115029
2.835,106274
2.838,102627
2.842,102396
2.846,104958
2.849,111008
2.853,120779
2.857,132611
2.86,145140
2.864,156879
2.868,168413
2.872,181821
2.875,199785
2.879,225094
2.883,266315
2.886,339878
2.89,472296
2.894,691969
2.897,1015420
2.901,1436635
2.905,1904480
2.908,2352327
2.912,2703932
2.916,2914377
2.92,3005647
2.923,3055869
2.927,3149548
2.931,3326861
2.934,3553029
2.938,3726469
2.942,3743757
2.945,3568194
2.949,3242477
2.953,2851596
2.957,2483225
2.96,2192042
2.964,1984093
2.968,1830804
2.971,1690448
2.975,1527913
2.979,1329527
2.982,1106989
2.986,886747
2.99,691081
2.993,529426
2.997,402630
3.001,303904
3.005,233677
3.008,185255
3.012,158146
3.016,155618
3.019,188544
3.023,275559
3.027,435870
3.03,681409
3.034,996178
3.038,1362819
3.041,1757082
3.045,2168403
3.049,2601118
3.053,3045825
3.056,3448972
3.06,3715485
3.064,3762645
3.067,3557544
3.071,3141396
3.075,2604003
3.078,2049444
3.082,1555074
3.086,1152275
3.09,854014
3.093,636071
3.097,476346
3.101,357156
3.104,268787
3.108,203665
3.112,155220
3.115,120479
3.119,99579
3.123,84771
3.126,78879
3.13,79537
3.134,85413
3.138,96766
3.141,112686
3.145,135515
3.149,161820
3.152,191013
3.156,226296
3.16,263664
3.163,302710
3.167,343323
3.171,390822
3.175,441905
3.178,502668
3.182,572282
3.186,644166
3.189,708629
3.193,758914
3.197,803832
3.2,868181
3.204,1008276
3.208,1264960
3.211,1637260
3.215,2113214
3.219,2661281
3.223,3250735
3.226,3850553
3.23,4414031
3.234,4865973
3.237,5115411
3.241,5088849
3.245,4765601
3.248,4202962
3.252,3523642
3.256,2851708
3.26,2268402
3.263,1806832
3.267,1462196
3.271,1208738
3.274,1010491
3.278,859552
3.282,739325
3.285,628373
3.289,527748
3.293,437246
3.296,356940
3.3,295562
3.304,248464
3.308,213356
3.311,188376
3.315,171492
3.319,158717
3.322,147064
3.326,134777
3.33,120009
3.333,103958
3.337,87872
3.341,73968
3.345,65063
3.348,61838
3.352,63058
3.356,64437
3.359,64061
3.363,62900
3.367,62337
3.37,63796
3.374,66871
3.378,71822
3.381,79229
3.385,88937
3.389,100490
3.393,113871
3.396,130576
3.4,154275
3.404,192993
3.407,259357
3.411,368556
3.415,536096
3.418,758673
3.422,1038158
3.426,1364990
3.43,1726757
3.433,2103171
3.437,2455977
3.441,2728170
3.444,2860206
3.448,2820152
3.452,2614754
3.455,2286852
3.459,1905907
3.463,1531480
3.466,1202905
3.47,932074
3.474,719822
3.478,561475
3.481,449187
3.485,374360
3.489,338275
3.492,330601
3.496,343547
3.5,371717
3.503,411592
3.507,463816
3.511,526173
3.514,598731
3.518,661052
3.522,716721
3.526,750271
3.529,757104
3.533,726900
3.537,671479
3.54,600482
3.544,523984
3.548,452772
3.551,394025
3.555,343447
3.559,302982
3.563,266082
3.566,236214
3.57,214136
3.574,200068
3.577,191929
3.581,187904
3.585,184617
3.588,177985
3.592,168120
3.596,157162
3.599,147415
3.603,140707
3.607,137022
3.611,134674
3.614,133121
3.618,130898
3.622,129640
3.625,131109
3.629,138706
3.633,158534
3.636,188213
3.64,228973
3.644,276816
3.648,324938
3.651,362919
3.655,390496
3.659,405149
3.662,399717
3.666,378817
3.67,346171
3.673,308027
3.677,266943
3.681,234876
3.684,208464
3.688,190511
3.692,183780
3.696,183924
3.699,188378
3.703,192289
3.707,191832
3.71,186867
3.714,179485
3.718,172395
3.721,167895
3.725,167764
3.729,171206
3.733,176744
3.736,181109
3.74,179908
3.744,171356
3.747,156005
3.751,135984
3.755,114585
3.758,95341
3.762,79787
3.766,68478
3.769,59951
3.773,53251
3.777,48262
3.781,45242
3.784,43824
3.788,45091
3.792,49930
3.795,59236
3.799,75144
3.803,98950
3.806,130392
3.81,169057
3.814,213540
3.818,262491
3.821,312844
3.825,363438
3.829,414977
3.832,471950
3.836,538547
3.84,615516
3.843,704466
3.847,793190
3.851,880670
3.854,958770
3.858,1018067
3.862,1052420
3.866,1054384
3.869,1015895
3.873,937116
3.877,828431
3.88,704327
3.884,575209
3.888,459049
3.891,357908
3.895,274320
3.899,208825
3.903,159776
3.906,124111
3.91,98517
3.914,80025
3.917,66405
3.921,55701
3.925,47684
3.928,41468
3.932,36931
3.936,33332
3.939,30729
3.943,28791
3.947,28231
3.951,29340
3.954,31495
3.958,35198
3.962,40657
3.965,48727
3.969,58759
3.973,70671
3.976,84179
3.98,100698
3.984,120421
3.987,146196
3.991,184104
3.995,241931
3.999,327563
4.002,448713
4.006,600080
4.01,778358
4.013,964512
4.017,1149451
4.021,1290084
4.024,1373676
4.028,1395064
4.032,1367935
4.036,1321378
4.039,1291209
4.043,1305698
4.047,1378167
4.05,1505485
4.054,1666490
4.058,1824883
4.061,1943563
4.065,1995025
4.069,1962164
4.072,1844383
4.076,1663773
4.08,1452424
4.084,1238826
4.087,1042013
4.091,867871
4.095,725026
4.098,602126
4.102,497286
4.106,402217
4.109,317413
4.113,248112
4.117,191321
4.121,147294
4.124,114069
4.128,88870
4.132,70002
4.135,56514
4.139,47258
4.143,41049
4.146,36297
4.15,33220
4.154,31576
4.157,30872
4.161,30385
4.165,29983
4.169,30523
4.172,32812
4.176,38154
4.18,48703
4.183,67090
4.187,97815
4.191,142726
4.194,202068
4.198,274442
4.202,356614
4.205,439555
4.209,513033
4.213,568167
4.217,598585
4.22,599957
4.224,569004
4.228,511261
4.231,440170
4.235,367100
4.239,297110
4.242,235057
4.246,182766
4.25,141243
4.254,110079
4.257,87201
4.261,69980
4.265,57429
4.268,48552
4.272,42272
4.276,38040
4.279,35434
4.283,33569
4.287,31926
4.291,30350
4.294,29494
4.298,29504
4.302,29931
4.305,31401
4.309,33630
4.313,35094
4.316,34930
4.32,33656
4.324,32906
4.327,33039
4.331,33333
4.335,34595
4.339,37134
4.342,41071
4.346,47455
4.35,56794
4.353,70138
4.357,88524
4.361,111627
4.364,138609
4.368,168646
4.372,204050
4.375,250702
4.379,316651
4.383,419598
4.387,578324
4.39,807101
4.394,1111342
4.398,1467779
4.401,1848007
4.405,2205785
4.409,2487636
4.412,2649995
4.416,2670871
4.42,2551628
4.424,2315621
4.427,2006437
4.431,1670286
4.435,1342941
4.438,1045049
4.442,786984
4.446,581176
4.449,420949
4.453,301128
4.457,216178
4.46,158903
4.464,123022
4.468,107553
4.472,115235
4.475,153041
4.479,234905
4.483,377053
4.486,595851
4.49,900318
4.494,1287367
4.497,1721242
4.501,2157279
4.505,2551533
4.509,2878673
4.512,3087918
4.516,3103055
4.52,2915157
4.523,2597508
4.527,2226990
4.531,1852782
4.534,1513833
4.538,1232493
4.542,1007670
4.545,839270
4.549,712447
4.553,617516
4.557,546159
4.56,490509
4.564,445059
4.568,394490
4.571,338633
4.575,288405
4.579,246948
4.582,217305
4.586,198727
4.59,187321
4.594,181269
4.597,174191
4.601,164512
4.605,156008
4.608,146712
4.612,136410
4.616,125490
4.619,116539
4.623,114538
4.627,122944
4.63,145450
4.634,189324
4.638,263364
4.642,374946
4.645,523544
4.649,701923
4.653,884347
4.656,1049591
4.66,1172728
4.664,1244280
4.667,1268711
4.671,1241625
4.675,1155095
4.679,1021847
4.682,870596
4.686,722452
4.69,594759
4.693,488465
4.697,401914
4.701,332626
4.704,278739
4.708,238960
4.712,212329
4.715,195615
4.719,185383
4.723,177501
4.727,170023
4.73,161739
4.734,151800
4.738,141406
4.741,131553
4.745,122528
4.749,115714
4.752,112141
4.756,112805
4.76,120089
4.764,138992
4.767,178666
4.771,251273
4.775,372563
4.778,564475
4.782,823935
4.786,1131527
4.789,1457609
4.793,1782298
4.797,2091910
4.8,2387345
4.804,2725060
4.808,3247151
4.812,4185555
4.815,5784662
4.819,8044742
4.823,10896564
4.826,14043663
4.83,17133782
4.834,19700212
4.837,21430966
4.841,22231726
4.845,22065524
4.848,20914124
4.852,18849100
4.856,16087918
4.86,12985931
4.863,9951896
4.867,7373411
4.871,5254894
4.874,3695566
4.878,2607131
4.882,1875619
4.885,1394186
4.889,1072563
4.893,850762
4.897,691713
4.9,574860
4.904,491286
4.908,424666
4.911,365151
4.915,318851
4.919,280497
4.922,247174
4.926,216002
4.93,185772
4.933,155788
4.937,130815
4.941,110747
4.945,98685
4.948,98533
4.952,116295
4.956,163988
4.959,260593
4.963,428975
4.967,695917
4.97,1066079
4.974,1531390
4.978,2055435
4.982,2578505
4.985,3030832
4.989,3349157
4.993,3493670
4.996,3453125
5,3255899
5.004,2952134
5.007,2594853
5.011,2225318
5.015,1876210
5.018,1558895
5.022,1289833
5.026,1057714
5.03,856569
5.033,677923
5.037,522571
5.041,394251
5.044,292263
5.048,215252
5.052,162118
5.055,131506
5.059,120892
5.063,127447
5.067,148801
5.07,182917
5.074,228099
5.078,280079
5.081,332750
5.085,377216
5.089,407148
5.092,419246
5.096,413640
5.1,393895
5.103,365618
5.107,334446
5.111,303642
5.115,277326
5.118,257903
5.122,242749
5.126,227981
5.129,211728
5.133,193699
5.137,173173
5.14,152178
5.144,131489
5.148,111793
5.152,94374
5.155,79909
5.159,68708
5.163,60204
5.166,54171
5.17,50385
5.174,49088
5.177,50539
5.181,55502
5.185,66441
5.188,87092
5.192,122418
5.196,174762
5.2,242184
5.203,320162
5.207,402015
5.211,476673
5.214,531057
5.218,557229
5.222,551401
5.225,518147
5.229,458436
5.233,385950
5.237,311227
5.24,241734
5.244,185060
5.248,137849
5.251,101095
5.255,75451
5.259,59278
5.262,50382
5.266,46510
5.27,45889
5.273,46996
5.277,49066
5.281,51357
5.285,52647
5.288,53128
5.292,52641
5.296,51323
5.299,49272
5.303,46690
5.307,44890
5.31,44553
5.314,46519
5.318,51669
5.321,61311
5.325,78010
5.329,103727
5.333,139349
5.336,181618
5.34,225667
5.344,266959
5.347,300097
5.351,320222
5.355,325046
5.358,317071
5.362,288737
5.366,254529
5.37,217526
5.373,184687
5.377,160713
5.381,147768
5.384,146125
5.388,155324
5.392,174218
5.395,199279
5.399,226247
5.403,251968
5.406,272816
5.41,284765
5.414,286427
5.418,278161
5.421,263319
5.425,245703
5.429,230231
5.432,219366
5.436,212292
5.44,206009
5.443,199066
5.447,190443
5.451,178798
5.455,162464
5.458,142905
5.462,124061
5.466,108402
5.469,96478
5.473,88262
5.477,82450
5.48,78338
5.484,74805
5.488,71777
5.491,69422
5.495,67932
5.499,66596
5.503,65718
5.506,66795
5.51,70400
5.514,75319
5.517,80592
5.521,86984
5.525,93955
5.528,99383
5.532,101289
5.536,98343
5.54,92038
5.543,84615
5.547,77296
5.551,72565
5.554,72101
5.558,77637
5.562,88840
5.565,104536
5.569,121885
5.573,140450
5.576,159029
5.58,174440
5.584,185225
5.588,192483
5.591,198064
5.595,204682
5.599,212585
5.602,218568
5.606,222024
5.61,217509
5.613,206407
5.617,192895
5.621,175380
5.625,155332
5.628,133474
5.632,113247
5.636,98223
5.639,90528
5.643,91857
5.647,102918
5.65,128204
5.654,175155
5.658,257266
5.661,391303
5.665,593284
5.669,869608
5.673,1206755
5.676,1582716
5.68,1938063
5.684,2224325
5.687,2392457
5.691,2424356
5.695,2328270
5.698,2115589
5.702,1819157
5.706,1488550
5.71,1168775
5.713,884673
5.717,649336
5.721,474519
5.724,348259
5.728,259919
5.732,200204
5.735,160364
5.739,134694
5.743,119191
5.746,110158
5.75,106186
5.754,108166
