Retention time,Abundance
1.995,3378305
1.998,4381375
2.002,5564886
2.006,6922112
2.009,8383000
2.013,9777406
2.017,10840263
2.02,11288577
2.024,10975521
2.028,9994580
2.032,8624023
2.035,7168840
2.039,5830974
2.043,4686512
2.046,3738310
2.05,2962025
2.054,2321676
2.057,1785260
2.061,1339859
2.065,985449
2.068,716506
2.072,519515
2.076,383045
2.08,299990
2.083,293243
2.087,395835
2.091,674415
2.094,1179986
2.098,1943322
2.102,2917129
2.105,3966184
2.109,4896145
2.113,5506581
2.116,5662725
2.12,5361907
2.124,4728951
2.128,3940601
2.131,3152561
2.135,2461047
2.139,1900686
2.142,1472244
2.146,1169590
2.15,987073
2.153,910744
2.157,918749
2.161,977979
2.165,1048694
2.168,1092427
2.172,1083370
2.176,1019095
2.179,914038
2.183,796856
2.187,679248
2.19,577734
2.194,490539
2.198,434393
2.202,404808
2.205,412627
2.209,486428
2.213,669128
2.216,1013946
2.22,1563377
2.224,2353299
2.227,3311241
2.231,4258437
2.235,4987685
2.238,5343206
2.242,5280520
2.246,4871842
2.25,4252058
2.253,3563280
2.257,2918824
2.261,2375838
2.264,1946379
2.268,1625887
2.272,1403021
2.275,1260274
2.279,1181711
2.283,1149997
2.286,1158233
2.29,1198027
2.294,1260247
2.298,1340573
2.301,1421704
2.305,1500741
2.309,1573378
2.312,1631135
2.316,1657011
2.32,1629797
2.323,1544479
2.327,1421161
2.331,1294087
2.335,1196377
2.338,1146104
2.342,1138012
2.346,1150296
2.349,1165598
2.353,1244268
2.357,1713921
2.36,3345813
2.364,7031853
2.368,12915162
2.371,19990322
2.375,26789424
2.379,32626778
2.383,37040020
2.386,39712176
2.39,40893516
2.394,41367664
2.397,41675700
2.401,41650488
2.405,41078572
2.408,39511304
2.412,36043116
2.416,30674672
2.42,24711840
2.423,19623882
2.427,15661720
2.431,12672051
2.434,10494338
2.438,9087738
2.442,8468827
2.445,8615271
2.449,9400954
2.453,10517147
2.456,11517053
2.46,11978544
2.464,11682847
2.468,10677454
2.471,9205329
2.475,7571408
2.479,6032043
2.482,4740724
2.486,3758572
2.49,3099447
2.493,2758773
2.497,2714447
2.501,2925975
2.505,3305183
2.508,3746521
2.512,4134908
2.516,4378408
2.519,4417033
2.523,4229998
2.527,3846422
2.53,3335972
2.534,2785231
2.538,2270289
2.541,1832064
2.545,1478008
2.549,1199071
2.553,979707
2.556,803024
2.56,657754
2.564,537715
2.567,438986
2.571,352458
2.575,288616
2.578,237860
2.582,197298
2.586,163502
2.59,133927
2.593,108341
2.597,87980
2.601,72983
2.604,62319
2.608,54914
2.612,49963
2.615,46365
2.619,43291
2.623,40093
2.626,36632
2.63,32796
2.634,29110
2.638,25998
2.641,23881
2.645,22407
2.649,21797
2.652,21833
2.656,21965
2.66,22739
2.663,24155
2.667,25490
2.671,26530
2.675,26696
2.678,26658
2.682,27023
2.686,28247
2.689,30530
2.693,34119
2.697,38659
2.7,43452
2.704,48234
2.708,52636
2.711,56259
2.715,59225
2.719,61231
2.723,62150
2.726,61255
2.73,58408
2.734,53651
2.737,47947
2.741,42797
2.745,37949
2.748,33194
2.752,29484
2.756,27973
2.759,29600
2.763,36026
2.767,50822
2.771,79216
2.774,127930
2.778,203878
2.782,313448
2.785,458333
2.789,629456
2.793,817435
2.796,981946
2.8,1103930
2.804,1163242
2.808,1154794
2.811,1087500
2.815,979873
2.819,844452
2.822,714298
2.826,590198
2.83,478010
