Retention time,Abundance
0.087,12391
0.091,14344
0.094,14214
0.097,11439
0.101,12172
0.104,11689
0.107,11494
0.11,10405
0.114,9995
0.117,10690
0.12,9689
0.124,10771
0.127,10098
0.13,9526
0.133,9364
0.137,10172
0.14,7329
0.143,9466
0.146,9029
0.15,8608
0.153,8153
0.156,10589
0.16,8010
0.163,7915
0.166,8583
0.169,7246
0.173,7578
0.176,7715
0.179,7142
0.183,6380
0.186,7581
0.189,6240
0.192,5763
0.196,6554
0.199,6598
0.202,6221
0.205,6085
0.209,6015
0.212,5268
0.215,5443
0.219,6385
0.222,5361
0.225,5836
0.228,5940
0.232,4826
0.235,4619
0.238,5729
0.242,4977
0.245,4844
0.248,3794
0.251,5360
0.255,4618
0.258,4808
0.261,4755
0.265,4673
0.268,5685
0.271,3838
0.274,3402
0.278,4984
0.281,3506
0.284,3280
0.287,4392
0.291,4162
0.294,3941
0.297,3814
0.301,4159
0.304,3628
0.307,3845
0.31,3966
0.314,3998
0.317,3849
0.32,3221
0.324,3639
0.327,4260
0.33,3460
0.333,4511
0.337,3321
0.34,2975
0.343,3536
0.347,3298
0.35,3002
0.353,3206
0.356,3809
0.36,2760
0.363,3944
0.366,3447
0.369,3636
0.373,3807
0.376,2988
0.379,2849
0.383,3328
0.386,2947
0.389,2409
0.392,2877
0.396,2882
0.399,2735
0.402,3453
0.406,2844
0.409,2709
0.412,2710
0.415,3314
0.419,3250
0.422,2764
0.425,2791
0.428,3022
0.432,2484
0.435,2843
0.438,2407
0.442,2645
0.445,3609
0.448,2426
0.451,2582
0.455,2579
0.458,2491
0.461,2468
0.465,3034
0.468,2501
0.471,2694
0.474,2518
0.478,2080
0.481,1887
0.484,2758
0.488,3006
0.491,2193
0.494,2421
0.497,2712
0.501,2693
0.504,2404
0.507,2526
0.51,2434
0.514,2190
0.517,2624
0.52,1909
0.524,2643
0.527,2566
0.53,2307
0.533,2824
0.537,2347
0.54,1809
0.543,2587
0.547,2720
0.55,1840
0.553,2214
0.556,2085
0.56,2637
0.563,2121
0.566,2716
0.569,2022
0.573,2389
0.576,2471
0.579,2650
0.583,1665
0.586,2915
0.589,1992
0.592,3096
0.596,2377
0.599,2078
0.602,2467
0.606,2456
0.609,2424
0.612,1811
0.615,1642
0.619,2239
0.622,1962
0.625,1966
0.629,1659
0.632,1827
0.635,2159
0.638,1904
0.642,2010
0.645,2110
0.648,1923
0.651,1965
0.655,2337
0.658,2394
0.661,2291
0.665,1690
0.668,1990
0.671,2027
0.674,1992
0.678,2089
0.681,2194
0.684,1531
0.688,1764
0.691,1505
0.694,2107
0.697,1660
0.701,1720
0.704,1807
0.707,1584
0.711,1950
0.714,2455
0.717,2239
0.72,2288
0.724,1387
0.727,2309
0.73,1639
0.733,1793
0.737,2157
0.74,1940
0.743,1609
0.747,1820
0.75,2267
0.753,1605
0.756,1765
0.76,1560
0.763,1633
0.766,2113
0.77,1751
0.773,1936
0.776,1731
0.779,1540
0.783,1867
0.786,1843
0.789,2148
0.792,1946
0.796,2113
0.799,1999
0.802,1931
0.806,1842
