Retention time,Abundance
1.995,8276877.000
1.999,7857691.000
2.002,7544842.000
2.006,7304538.000
2.010,7071580.000
2.014,6788720.000
2.018,6425469.000
2.021,5980179.000
2.025,5470568.000
2.029,4920591.000
2.033,4356448.000
2.037,3811350.000
2.041,3373643.000
2.044,3298588.000
2.048,4046512.000
2.052,5920275.000
2.056,8420783.000
2.060,10258300.000
2.063,10406971.000
2.067,9016436.000
2.071,7091616.000
2.075,5512744.000
2.079,4538729.000
2.082,4015663.000
2.086,3738477.000
2.090,3589530.000
2.094,3522950.000
2.098,3530124.000
2.102,3615132.000
2.105,3769536.000
2.109,3929771.000
2.113,3979640.000
2.117,3829236.000
2.121,3488957.000
2.124,3052908.000
2.128,2618281.000
2.132,2232235.000
2.136,1898611.000
2.140,1605290.000
2.143,1355764.000
2.147,1157874.000
2.151,1004885.000
2.155,884789.000
2.159,809651.000
2.163,875715.000
2.166,1350233.000
2.170,2604853.000
2.174,4719137.000
2.178,7092388.000
2.182,8671121.000
2.185,8764677.000
2.189,7602291.000
2.193,6033807.000
2.197,4779866.000
2.201,4038301.000
2.204,3656410.000
2.208,3466317.000
2.212,3412805.000
2.216,3474478.000
2.220,3577183.000
2.224,3637628.000
2.227,3631085.000
2.231,3602267.000
2.235,3595543.000
2.239,3583023.000
2.243,3483580.000
2.246,3272335.000
2.250,3059698.000
2.254,2965399.000
2.258,2978463.000
2.262,2945487.000
2.265,2731552.000
2.269,2359722.000
2.273,1977047.000
2.277,1725130.000
2.281,1662250.000
2.285,1753279.000
2.288,1893025.000
2.292,1979260.000
2.296,1946405.000
2.300,1842714.000
2.304,1703178.000
2.307,1562163.000
2.311,1433035.000
2.315,1342815.000
2.319,1324282.000
2.323,1380592.000
2.326,1469043.000
2.330,1523803.000
2.334,1497962.000
2.338,1387322.000
2.342,1223168.000
2.346,1049730.000
2.349,899294.000
2.353,783424.000
2.357,698286.000
2.361,638165.000
2.365,609063.000
2.368,640470.000
2.372,795458.000
2.376,1167380.000
2.380,1931625.000
2.384,3452713.000
2.387,6197207.000
2.391,10031417.000
2.395,13838428.000
2.399,16158517.000
2.403,16295448.000
2.407,14644228.000
2.410,12193837.000
2.414,9876126.000
2.418,8200984.000
2.422,7211018.000
2.426,6730937.000
2.429,6612030.000
2.433,6792361.000
2.437,7239221.000
2.441,7882930.000
2.445,8608368.000
2.448,9291712.000
2.452,9798910.000
2.456,9962499.000
2.460,9640855.000
2.464,8826633.000
2.468,7685220.000
2.471,6484558.000
2.475,5458102.000
2.479,4703165.000
2.483,4195761.000
2.487,3863568.000
2.490,3626291.000
2.494,3423720.000
2.498,3204172.000
2.502,2966134.000
2.506,2726467.000
2.509,2503974.000
2.513,2293853.000
2.517,2077650.000
2.521,1846536.000
2.525,1609943.000
2.529,1384017.000
2.532,1181725.000
2.536,1006316.000
2.540,855214.000
