Retention time,Abundance
0.087,5120
0.091,4956
0.094,4041
0.097,5058
0.1,4173
0.104,4871
0.107,4765
0.11,4574
0.113,4566
0.117,4347
0.12,5531
0.123,4257
0.127,5265
0.13,4233
0.133,4178
0.136,4513
0.14,4297
0.143,4175
0.146,3741
0.15,4631
0.153,4069
0.156,4271
0.159,4380
0.163,3275
0.166,3969
0.169,4097
0.172,3939
0.176,3705
0.179,3474
0.182,3198
0.186,3631
0.189,2369
0.192,3854
0.195,4127
0.199,3013
0.202,3152
0.205,2898
0.209,2696
0.212,4288
0.215,2970
0.218,3068
0.222,3761
0.225,3118
0.228,3502
0.232,2481
0.235,3307
0.238,3526
0.241,3386
0.245,2956
0.248,2986
0.251,3392
0.254,2593
0.258,3325
0.261,3799
0.264,2794
0.268,2973
0.271,2893
0.274,2974
0.277,2577
0.281,2505
0.284,2704
0.287,2965
0.291,3071
0.294,2604
0.297,2932
0.3,2997
0.304,2171
0.307,2766
0.31,3088
0.314,2266
0.317,2076
0.32,2601
0.323,2615
0.327,2153
0.33,2589
0.333,2480
0.336,2362
0.34,2552
0.343,2266
0.346,2420
0.35,2160
0.353,2345
0.356,2064
0.359,2428
0.363,2290
0.366,2057
0.369,2804
0.373,2549
0.376,2083
0.379,2391
0.382,2890
0.386,2506
0.389,2068
0.392,1899
0.395,2260
0.399,2152
0.402,2386
0.405,2698
0.409,2366
0.412,2459
0.415,2425
0.418,2293
0.422,2481
0.425,2277
0.428,2823
0.432,2471
0.435,2358
0.438,2143
0.441,1774
0.445,2603
0.448,2071
0.451,2458
0.455,1750
0.458,1794
0.461,2616
0.464,2133
0.468,2035
0.471,2007
0.474,2731
0.477,1948
0.481,1790
0.484,2237
0.487,1562
0.491,1646
0.494,1872
0.497,1716
0.5,2226
0.504,2027
0.507,1988
0.51,2169
0.514,1989
0.517,2357
0.52,1963
0.523,2575
0.527,1766
0.53,1884
0.533,2182
0.536,2861
0.54,2325
0.543,2102
0.546,1512
0.55,1600
0.553,1571
0.556,2188
0.559,2201
0.563,1862
0.566,1486
0.569,2153
0.573,1550
0.576,1517
0.579,2193
0.582,1738
