Retention time,Abundance
2.495,3713476
2.498,3078161
2.502,2708975
2.506,2476284
2.509,2300046
2.513,2120974
2.517,1897575
2.52,1621932
2.524,1323791
2.528,1045868
2.532,819904
2.535,660137
2.539,561062
2.543,504122
2.546,469280
2.55,439281
2.554,400431
2.557,345201
2.561,290048
2.565,239431
2.568,198552
2.572,166768
2.576,141709
2.58,121764
2.583,106633
2.587,95978
2.591,88959
2.594,84807
2.598,82865
2.602,82611
2.605,82808
2.609,82812
2.613,81875
2.617,78987
2.62,74569
2.624,70201
2.628,66954
2.631,64466
2.635,62933
2.639,64318
2.642,71038
2.646,84375
2.65,100005
2.653,112362
2.657,116040
2.661,112627
2.665,106190
2.668,98898
2.672,92937
2.676,89741
2.679,89398
2.683,90850
2.687,94206
2.69,97646
2.694,100616
2.698,102607
2.701,103612
2.705,103173
2.709,101211
2.713,96210
2.716,88605
2.72,80647
2.724,73726
2.727,68486
2.731,65237
2.735,65452
2.738,71495
2.742,86770
2.746,115971
2.75,163918
2.753,231220
2.757,315147
2.761,410070
2.764,513980
2.768,630812
2.772,762828
2.775,899640
2.779,1012987
2.783,1066094
2.786,1044513
2.79,940501
2.794,793099
2.798,638947
2.801,505043
2.805,398546
2.809,322188
2.812,262269
2.816,212690
2.82,170801
2.823,139424
2.827,117108
2.831,102644
2.835,93493
2.838,88769
2.842,87478
2.846,88740
2.849,92479
2.853,98179
2.857,105849
2.86,115738
2.864,127009
2.868,139599
2.871,155025
2.875,174277
2.879,199501
2.883,239213
2.886,311049
2.89,438899
2.894,653634
2.897,969407
2.901,1376802
2.905,1818884
2.908,2224185
2.912,2510247
2.916,2634883
2.92,2625455
2.923,2578344
2.927,2572515
2.931,2661283
2.934,2813345
2.938,2936730
2.942,2937916
2.945,2783940
2.949,2515711
2.953,2205224
2.956,1912973
2.96,1678025
2.964,1511161
2.968,1389527
2.971,1273855
2.975,1137977
2.979,980665
2.982,816037
2.986,659366
2.99,515020
2.993,396818
2.997,302896
3.001,231209
3.005,177935
3.008,140687
3.012,117288
3.016,108847
3.019,120276
3.023,160707
3.027,243065
3.03,381908
3.034,583749
3.038,844895
3.041,1146658
3.045,1485866
3.049,1859208
3.053,2251053
3.056,2619310
3.06,2890071
