Retention time,Abundance
2.495,1879608
2.498,1916336
2.502,1907045
2.506,1824159
2.509,1676613
2.513,1473896
2.517,1224496
2.52,961108
2.524,727251
2.528,551943
2.531,436136
2.535,378374
2.539,351103
2.543,333616
2.546,315610
2.55,292373
2.554,263223
2.557,232166
2.561,205555
2.565,184117
2.568,163977
2.572,143547
2.576,124123
2.58,108322
2.583,96883
2.587,89353
2.591,84320
2.594,81477
2.598,79986
2.602,79496
2.605,78751
2.609,76978
2.613,74745
2.616,72345
2.62,69806
2.624,67434
2.628,66180
2.631,67388
2.635,76952
2.639,100137
2.642,129280
2.646,149338
2.65,153009
2.653,144936
2.657,132338
2.661,118287
2.665,104930
2.668,94384
2.672,88058
2.676,84960
2.679,84724
2.683,86433
2.687,88857
2.69,91121
2.694,92893
2.698,93988
2.701,93440
2.705,90957
2.709,86146
2.713,80361
2.716,74891
2.72,70080
2.724,66613
2.727,64242
2.731,62513
2.735,61949
2.738,63563
2.742,68725
2.746,78793
2.75,96582
2.753,126651
2.757,174536
2.761,244988
2.764,339829
2.768,453784
2.772,570870
2.775,662854
2.779,701838
2.783,676660
2.786,600689
2.79,501702
2.794,402762
2.798,319828
2.801,256378
2.805,209268
2.809,172908
2.812,144087
2.816,121265
2.82,103567
2.823,91633
2.827,84112
2.831,79851
2.835,77956
2.838,77984
2.842,79748
2.846,82473
2.849,85286
2.853,88276
2.857,92564
2.86,101327
2.864,118269
2.868,145875
2.871,184873
2.875,238568
2.879,301786
2.883,383645
2.886,496098
2.89,653957
2.894,862942
2.897,1105861
2.901,1335785
2.905,1506781
2.908,1577689
2.912,1561873
2.916,1526975
2.919,1542701
2.923,1664382
2.927,1880997
2.931,2114768
2.934,2259739
2.938,2247906
2.942,2083732
2.945,1830021
2.949,1572264
2.953,1376972
2.956,1264292
2.96,1214099
2.964,1186531
2.968,1140970
2.971,1050061
2.975,911438
2.979,746675
2.982,584139
2.986,443747
2.99,330555
2.993,249490
2.997,191617
3.001,149773
3.004,119461
3.008,98473
3.012,84937
3.016,77267
3.019,75562
3.023,83908
3.027,110613
3.03,169694
3.034,281226
3.038,469734
3.041,755393
3.045,1125577
3.049,1546925
3.053,1947176
3.056,2226762
3.06,2304411
3.064,2163580
3.067,1860632
3.071,1488479
3.075,1124839
3.078,819643
3.082,590644
3.086,427591
3.089,317585
3.093,240099
3.097,183994
3.101,143569
3.104,114995
3.108,94199
3.112,79154
3.115,67903
3.119,59932
3.123,55226
3.126,54231
3.13,56556
3.134,62287
3.138,72403
3.141,85943
3.145,101034
3.149,115096
3.152,126181
3.156,132697
3.16,137040
3.163,143759
3.167,159394
3.171,189433
3.174,233804
3.178,287813
3.182,340712
3.186,382560
3.189,396122
3.193,385026
3.197,363118
3.2,354770
3.204,395991
3.208,533210
3.211,824234
3.215,1326900
3.219,2058370
3.223,2956461
3.226,3876665
3.23,4632673
3.234,5058358
3.237,5062592
3.241,4663571
3.245,3985514
3.248,3199428
3.252,2455515
3.256,1845703
3.259,1395988
3.263,1082996
3.267,868158
3.271,716079
3.274,600937
3.278,505896
3.282,421352
3.285,345065
3.289,276092
3.293,221647
3.296,178732
3.3,149011
3.304,128783
3.308,116380
3.311,108642
3.315,103275
3.319,98134
3.322,91819
3.326,83478
3.33,73925
3.333,65944
3.337,62260
3.341,64099
3.344,67470
3.348,68410
3.352,66686
3.356,64011
3.359,61365
3.363,58485
3.367,55626
3.37,53709
3.374,53026
3.378,53341
3.381,55113
3.385,58993
3.389,64478
3.392,71792
3.396,79049
3.4,85616
3.404,90347
3.407,95639
3.411,109413
3.415,145782
3.418,223637
3.422,364133
3.426,578426
3.429,858825
3.433,1152795
3.437,1400928
3.441,1542618
3.444,1547811
3.448,1428652
3.452,1227717
3.455,996599
3.459,774487
3.463,583665
3.466,438918
3.47,330972
3.474,253235
3.477,200340
3.481,166729
3.485,148264
3.489,141568
3.492,143575
3.496,150292
3.5,160098
3.503,175114
3.507,199572
3.511,234169
3.514,274818
3.518,313182
3.522,339523
3.526,347709
3.529,335983
3.533,310846
3.537,272366
3.54,237269
3.544,207236
3.548,182802
3.551,162591
3.555,144679
3.559,127933
3.562,113595
3.566,102859
3.57,97192
3.574,95879
3.577,96355
