Retention time,Abundance
0.087,5459
0.091,4689
0.094,6500
0.097,4778
0.1,5669
0.104,5397
0.107,4906
0.11,5349
0.114,4576
0.117,5485
0.12,4607
0.123,4878
0.127,4801
0.13,4639
0.133,4657
0.137,4310
0.14,3946
0.143,4666
0.146,3611
0.15,3469
0.153,5048
0.156,4343
0.159,4510
0.163,3292
0.166,3673
0.169,3803
0.173,3215
0.176,3636
0.179,3668
0.182,3311
0.186,3294
0.189,2984
0.192,3605
0.196,3101
0.199,3011
0.202,3450
0.205,3178
0.209,3536
0.212,3336
0.215,3081
0.218,2318
0.222,2821
0.225,2535
0.228,3112
0.232,3887
0.235,2754
0.238,3695
0.241,2039
0.245,2912
0.248,2665
0.251,2391
0.255,2070
0.258,2623
0.261,2127
0.264,1800
0.268,3010
0.271,2875
0.274,2447
0.278,2264
0.281,2709
0.284,2690
0.287,2500
0.291,1579
0.294,2090
0.297,2437
0.3,2170
0.304,2692
0.307,3022
0.31,2531
0.314,1903
0.317,2600
0.32,1974
0.323,2589
0.327,2294
0.33,1880
0.333,2751
0.337,2105
0.34,2311
0.343,2196
0.346,2091
0.35,1886
0.353,2743
0.356,2439
0.359,1578
0.363,2088
0.366,1885
0.369,1692
0.373,1781
0.376,2053
0.379,1866
0.382,2116
0.386,2413
0.389,2146
0.392,1666
0.396,1987
0.399,1991
0.402,2160
0.405,2100
0.409,2026
0.412,1920
0.415,2171
0.419,1965
0.422,2378
0.425,1874
0.428,1695
0.432,1992
0.435,1427
0.438,1177
0.441,2302
0.445,1530
0.448,1637
0.451,1835
0.455,2101
0.458,1760
0.461,1986
0.464,1684
0.468,1934
0.471,1909
0.474,1994
0.478,2054
0.481,1780
0.484,1269
0.487,2063
0.491,1819
0.494,1469
0.497,1869
0.5,1659
0.504,1103
0.507,2400
0.51,1464
0.514,1510
0.517,1682
0.52,2293
0.523,1793
0.527,1455
0.53,1637
0.533,1354
0.537,1151
0.54,1625
0.543,1775
0.546,2239
0.55,1211
0.553,1407
0.556,1705
0.56,1516
0.563,2239
0.566,2075
0.569,1466
0.573,1102
0.576,1007
0.579,1449
0.582,1769
0.586,1087
0.589,1296
0.592,1325
0.596,968
